"Date et heure","Date et heure(RAW)","Mémoire disponible (%)","Mémoire disponible (%)(RAW)","Mémoire disponible","Mémoire disponible(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"10/10/2024 14:00:00 - 15:00:00","45575.5416666667","10 %","10.0000","6,48 Go","6957315413.3333","0 %","0.0000","100 %","0000010000"
"10/10/2024 15:00:00 - 16:00:00","45575.5833333333","10 %","10.0000","6,47 Go","6941894656.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 16:00:00 - 17:00:00","45575.6250000000","10 %","10.0000","6,46 Go","6938914816.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 17:00:00 - 18:00:00","45575.6666666667","10 %","10.0000","6,46 Go","6933014528.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 18:00:00 - 19:00:00","45575.7083333333","10 %","10.0000","6,44 Go","6911700992.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 19:00:00 - 20:00:00","45575.7500000000","10 %","10.0000","6,45 Go","6921733461.3333","0 %","0.0000","100 %","0000010000"
"10/10/2024 20:00:00 - 21:00:00","45575.7916666667","10 %","10.0000","6,46 Go","6939904682.6667","0 %","0.0000","100 %","0000010000"
"10/10/2024 21:00:00 - 22:00:00","45575.8333333333","10 %","10.0000","6,46 Go","6932364629.3333","0 %","0.0000","100 %","0000010000"
"10/10/2024 22:00:00 - 23:00:00","45575.8750000000","10 %","10.0000","6,47 Go","6947942400.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 23:00:00 - 00:00:00","45575.9166666667","10 %","10.0000","6,46 Go","6938066261.3333","0 %","0.0000","100 %","0000010000"
"11/10/2024 00:00:00 - 01:00:00","45575.9583333333","10 %","10.0000","6,45 Go","6923184128.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 01:00:00 - 02:00:00","45576.0000000000","10 %","10.0000","6,48 Go","6958836394.6667","0 %","0.0000","100 %","0000010000"
"11/10/2024 02:00:00 - 03:00:00","45576.0416666667","10 %","10.0000","6,47 Go","6942175914.6667","0 %","0.0000","100 %","0000010000"
"11/10/2024 03:00:00 - 04:00:00","45576.0833333333","10 %","10.0000","6,45 Go","6927347712.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 04:00:00 - 05:00:00","45576.1250000000","10 %","10.0000","6,48 Go","6953581909.3333","0 %","0.0000","100 %","0000010000"
"11/10/2024 05:00:00 - 06:00:00","45576.1666666667","10 %","10.0000","6,42 Go","6897955498.6667","0 %","0.0000","100 %","0000010000"
"11/10/2024 06:00:00 - 07:00:00","45576.2083333333","10 %","10.0000","6,41 Go","6884879018.6667","0 %","0.0000","100 %","0000010000"
"11/10/2024 07:00:00 - 08:00:00","45576.2500000000","10 %","10.0000","6,41 Go","6879161002.6667","0 %","0.0000","100 %","0000010000"
"11/10/2024 08:00:00 - 09:00:00","45576.2916666667","10 %","10.0000","6,40 Go","6877291861.3333","0 %","0.0000","100 %","0000010000"
"11/10/2024 09:00:00 - 10:00:00","45576.3333333333","10 %","10.0000","6,42 Go","6888202240.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 10:00:00 - 11:00:00","45576.3750000000","10 %","10.0000","6,43 Go","6899578197.3333","0 %","0.0000","100 %","0000010000"
"11/10/2024 11:00:00 - 12:00:00","45576.4166666667","10 %","10.0000","6,41 Go","6877489152.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 12:00:00 - 13:00:00","45576.4583333333","10 %","10.0000","6,43 Go","6906378240.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 13:00:00 - 14:00:00","45576.5000000000","10 %","10.0000","6,45 Go","6926980437.3333","0 %","0.0000","100 %","0000010000"
"11/10/2024 14:00:00 - 15:00:00","45576.5416666667","10 %","10.0000","6,43 Go","6901889706.6667","0 %","0.0000","100 %","0000010000"
"11/10/2024 15:00:00 - 16:00:00","45576.5833333333","10 %","10.0000","6,44 Go","6916595029.3333","0 %","0.0000","100 %","0000010000"
"11/10/2024 16:00:00 - 17:00:00","45576.6250000000","10 %","10.0000","6,45 Go","6924866218.6667","0 %","0.0000","100 %","0000010000"
"11/10/2024 17:00:00 - 18:00:00","45576.6666666667","10 %","10.0000","6,47 Go","6942245546.6667","0 %","0.0000","100 %","0000010000"
"11/10/2024 18:00:00 - 19:00:00","45576.7083333333","10 %","10.0000","6,45 Go","6929053696.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 19:00:00 - 20:00:00","45576.7500000000","10 %","10.0000","6,43 Go","6907568810.6667","0 %","0.0000","100 %","0000010000"
"11/10/2024 20:00:00 - 21:00:00","45576.7916666667","10 %","10.0000","6,44 Go","6914233002.6667","0 %","0.0000","100 %","0000010000"
"11/10/2024 21:00:00 - 22:00:00","45576.8333333333","10 %","10.0000","6,43 Go","6899921578.6667","0 %","0.0000","100 %","0000010000"
"11/10/2024 22:00:00 - 23:00:00","45576.8750000000","10 %","10.0000","6,42 Go","6895765504.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 23:00:00 - 00:00:00","45576.9166666667","10 %","10.0000","6,44 Go","6911378090.6667","0 %","0.0000","100 %","0000010000"
"12/10/2024 00:00:00 - 01:00:00","45576.9583333333","10 %","10.0000","6,44 Go","6918490112.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 01:00:00 - 02:00:00","45577.0000000000","10 %","10.0000","6,45 Go","6922643456.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 02:00:00 - 03:00:00","45577.0416666667","10 %","10.0000","6,42 Go","6892178090.6667","0 %","0.0000","100 %","0000010000"
"12/10/2024 03:00:00 - 04:00:00","45577.0833333333","10 %","10.0000","6,41 Go","6882877440.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 04:00:00 - 05:00:00","45577.1250000000","10 %","10.0000","6,42 Go","6894989312.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 05:00:00 - 06:00:00","45577.1666666667","10 %","10.0000","6,39 Go","6856138752.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 06:00:00 - 07:00:00","45577.2083333333","10 %","9.8333","6,33 Go","6798515541.3333","0 %","0.0000","100 %","0000010000"
"12/10/2024 07:00:00 - 08:00:00","45577.2500000000","10 %","10.0000","6,39 Go","6858237952.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 08:00:00 - 09:00:00","45577.2916666667","10 %","10.0000","6,39 Go","6856695808.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 09:00:00 - 10:00:00","45577.3333333333","10 %","10.0000","6,41 Go","6877486421.3333","0 %","0.0000","100 %","0000010000"
"12/10/2024 10:00:00 - 11:00:00","45577.3750000000","10 %","10.0000","6,42 Go","6889196202.6667","0 %","0.0000","100 %","0000010000"
"12/10/2024 11:00:00 - 12:00:00","45577.4166666667","10 %","10.0000","6,41 Go","6881553749.3333","0 %","0.0000","100 %","0000010000"
"12/10/2024 12:00:00 - 13:00:00","45577.4583333333","10 %","10.0000","6,47 Go","6948319914.6667","0 %","0.0000","100 %","0000010000"
"12/10/2024 13:00:00 - 14:00:00","45577.5000000000","10 %","10.0000","6,45 Go","6920808448.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 14:00:00 - 15:00:00","45577.5416666667","10 %","10.0000","6,45 Go","6927594837.3333","0 %","0.0000","100 %","0000010000"
"12/10/2024 15:00:00 - 16:00:00","45577.5833333333","10 %","10.0000","6,45 Go","6921245354.6667","0 %","0.0000","100 %","0000010000"
"12/10/2024 16:00:00 - 17:00:00","45577.6250000000","10 %","10.0000","6,46 Go","6938583722.6667","0 %","0.0000","100 %","0000010000"
"12/10/2024 17:00:00 - 18:00:00","45577.6666666667","10 %","10.0000","6,44 Go","6919656106.6667","0 %","0.0000","100 %","0000010000"
"12/10/2024 18:00:00 - 19:00:00","45577.7083333333","10 %","10.0000","6,42 Go","6892802730.6667","0 %","0.0000","100 %","0000010000"
"12/10/2024 19:00:00 - 20:00:00","45577.7500000000","10 %","10.0000","6,43 Go","6900091562.6667","0 %","0.0000","100 %","0000010000"
"12/10/2024 20:00:00 - 21:00:00","45577.7916666667","10 %","10.0000","6,44 Go","6916453717.3333","0 %","0.0000","100 %","0000010000"
"12/10/2024 21:00:00 - 22:00:00","45577.8333333333","10 %","10.0000","6,43 Go","6907361280.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 22:00:00 - 23:00:00","45577.8750000000","10 %","10.0000","6,43 Go","6904354816.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 23:00:00 - 00:00:00","45577.9166666667","10 %","10.0000","6,41 Go","6886000640.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 00:00:00 - 01:00:00","45577.9583333333","10 %","10.0000","6,40 Go","6874284032.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 01:00:00 - 02:00:00","45578.0000000000","10 %","10.0000","6,42 Go","6893978282.6667","0 %","0.0000","100 %","0000010000"
"13/10/2024 02:00:00 - 03:00:00","45578.0416666667","10 %","10.0000","6,42 Go","6894837760.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 03:00:00 - 04:00:00","45578.0833333333","10 %","10.0000","6,48 Go","6954343765.3333","0 %","0.0000","100 %","0000010000"
"13/10/2024 04:00:00 - 05:00:00","45578.1250000000","10 %","10.0000","6,46 Go","6934865920.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 05:00:00 - 06:00:00","45578.1666666667","10 %","10.0000","6,46 Go","6931724288.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 06:00:00 - 07:00:00","45578.2083333333","10 %","10.0000","6,44 Go","6910718634.6667","0 %","0.0000","100 %","0000010000"
"13/10/2024 07:00:00 - 08:00:00","45578.2500000000","10 %","10.0000","6,45 Go","6925951658.6667","0 %","0.0000","100 %","0000010000"
"13/10/2024 08:00:00 - 09:00:00","45578.2916666667","10 %","10.0000","6,45 Go","6924963840.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 09:00:00 - 10:00:00","45578.3333333333","10 %","10.0000","6,43 Go","6903111680.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 10:00:00 - 11:00:00","45578.3750000000","10 %","10.0000","6,42 Go","6889703424.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 11:00:00 - 12:00:00","45578.4166666667","10 %","10.0000","6,41 Go","6880969386.6667","0 %","0.0000","100 %","0000010000"
"13/10/2024 12:00:00 - 13:00:00","45578.4583333333","10 %","10.0000","6,39 Go","6860644352.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 13:00:00 - 14:00:00","45578.5000000000","10 %","10.0000","6,36 Go","6832554666.6667","0 %","0.0000","100 %","0000010000"
"13/10/2024 14:00:00 - 15:00:00","45578.5416666667","10 %","10.0000","6,36 Go","6826041344.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 15:00:00 - 16:00:00","45578.5833333333","10 %","10.0000","6,38 Go","6847718058.6667","0 %","0.0000","100 %","0000010000"
"13/10/2024 16:00:00 - 17:00:00","45578.6250000000","10 %","10.0000","6,38 Go","6851283626.6667","0 %","0.0000","100 %","0000010000"
"13/10/2024 17:00:00 - 18:00:00","45578.6666666667","10 %","10.0000","6,38 Go","6854053888.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 18:00:00 - 19:00:00","45578.7083333333","10 %","10.0000","6,36 Go","6832880298.6667","0 %","0.0000","100 %","0000010000"
"13/10/2024 19:00:00 - 20:00:00","45578.7500000000","10 %","10.0000","6,37 Go","6836974933.3333","0 %","0.0000","100 %","0000010000"
"13/10/2024 20:00:00 - 21:00:00","45578.7916666667","10 %","10.0000","6,36 Go","6828494165.3333","0 %","0.0000","100 %","0000010000"
"13/10/2024 21:00:00 - 22:00:00","45578.8333333333","10 %","10.0000","6,38 Go","6851300010.6667","0 %","0.0000","100 %","0000010000"
"13/10/2024 22:00:00 - 23:00:00","45578.8750000000","10 %","10.0000","6,42 Go","6893310634.6667","0 %","0.0000","100 %","0000010000"
"13/10/2024 23:00:00 - 00:00:00","45578.9166666667","10 %","10.0000","6,40 Go","6875704661.3333","0 %","0.0000","100 %","0000010000"
"14/10/2024 00:00:00 - 01:00:00","45578.9583333333","10 %","10.0000","6,40 Go","6871491925.3333","0 %","0.0000","100 %","0000010000"
"14/10/2024 01:00:00 - 02:00:00","45579.0000000000","10 %","10.0000","6,41 Go","6886022485.3333","0 %","0.0000","100 %","0000010000"
"14/10/2024 02:00:00 - 03:00:00","45579.0416666667","10 %","10.0000","6,40 Go","6871020885.3333","0 %","0.0000","100 %","0000010000"
"14/10/2024 03:00:00 - 04:00:00","45579.0833333333","10 %","10.0000","6,44 Go","6913555797.3333","0 %","0.0000","100 %","0000010000"
"14/10/2024 04:00:00 - 05:00:00","45579.1250000000","10 %","10.0000","6,40 Go","6875906048.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 05:00:00 - 06:00:00","45579.1666666667","10 %","10.0000","6,36 Go","6833098069.3333","0 %","0.0000","100 %","0000010000"
"14/10/2024 06:00:00 - 07:00:00","45579.2083333333","10 %","10.0000","6,35 Go","6815408128.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 07:00:00 - 08:00:00","45579.2500000000","10 %","10.0000","6,36 Go","6829935957.3333","0 %","0.0000","100 %","0000010000"
"14/10/2024 08:00:00 - 09:00:00","45579.2916666667","10 %","10.0000","6,36 Go","6825511321.6000","0 %","0.0000","100 %","0000010000"
"14/10/2024 09:00:00 - 10:00:00","45579.3333333333","10 %","10.0000","6,36 Go","6831828406.8571","0 %","0.0000","100 %","0000010000"
"14/10/2024 10:00:00 - 11:00:00","45579.3750000000","10 %","10.0000","6,37 Go","6840402944.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 11:00:00 - 12:00:00","45579.4166666667","10 %","10.0000","6,35 Go","6813645482.6667","0 %","0.0000","100 %","0000010000"
"14/10/2024 12:00:00 - 13:00:00","45579.4583333333","10 %","10.0000","6,39 Go","6856443904.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 13:00:00 - 14:00:00","45579.5000000000","10 %","10.0000","6,39 Go","6862123008.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 14:00:00 - 15:00:00","45579.5416666667","10 %","10.0000","6,36 Go","6828315306.6667","0 %","0.0000","100 %","0000010000"
"14/10/2024 15:00:00 - 16:00:00","45579.5833333333","10 %","10.0000","6,39 Go","6858745856.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 16:00:00 - 17:00:00","45579.6250000000","10 %","10.0000","6,41 Go","6878816938.6667","0 %","0.0000","100 %","0000010000"
"14/10/2024 17:00:00 - 18:00:00","45579.6666666667","10 %","10.0000","6,39 Go","6862506666.6667","0 %","0.0000","100 %","0000010000"
"14/10/2024 18:00:00 - 19:00:00","45579.7083333333","10 %","10.0000","6,40 Go","6875390634.6667","0 %","0.0000","100 %","0000010000"
"14/10/2024 19:00:00 - 20:00:00","45579.7500000000","10 %","10.0000","6,41 Go","6882841258.6667","0 %","0.0000","100 %","0000010000"
"14/10/2024 20:00:00 - 21:00:00","45579.7916666667","10 %","10.0000","6,42 Go","6894425429.3333","0 %","0.0000","100 %","0000010000"
"14/10/2024 21:00:00 - 22:00:00","45579.8333333333","10 %","10.0000","6,40 Go","6866911914.6667","0 %","0.0000","100 %","0000010000"
"14/10/2024 22:00:00 - 23:00:00","45579.8750000000","10 %","10.0000","6,39 Go","6855881386.6667","0 %","0.0000","100 %","0000010000"
"14/10/2024 23:00:00 - 00:00:00","45579.9166666667","10 %","10.0000","6,38 Go","6852041386.6667","0 %","0.0000","100 %","0000010000"
"15/10/2024 00:00:00 - 01:00:00","45579.9583333333","10 %","10.0000","6,38 Go","6849187157.3333","0 %","0.0000","100 %","0000010000"
"15/10/2024 01:00:00 - 02:00:00","45580.0000000000","10 %","9.8333","6,28 Go","6744098816.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 02:00:00 - 03:00:00","45580.0416666667","10 %","10.0000","6,32 Go","6787525290.6667","0 %","0.0000","100 %","0000010000"
"15/10/2024 03:00:00 - 04:00:00","45580.0833333333","10 %","10.0000","6,37 Go","6837284181.3333","0 %","0.0000","100 %","0000010000"
"15/10/2024 04:00:00 - 05:00:00","45580.1250000000","10 %","10.0000","6,36 Go","6832024234.6667","0 %","0.0000","100 %","0000010000"
"15/10/2024 05:00:00 - 06:00:00","45580.1666666667","10 %","10.0000","6,32 Go","6784326314.6667","0 %","0.0000","100 %","0000010000"
"15/10/2024 06:00:00 - 07:00:00","45580.2083333333","10 %","9.8333","6,29 Go","6757046272.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 07:00:00 - 08:00:00","45580.2500000000","10 %","10.0000","6,36 Go","6827275605.3333","0 %","0.0000","100 %","0000010000"
"15/10/2024 08:00:00 - 09:00:00","45580.2916666667","10 %","10.0000","6,37 Go","6841176064.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 09:00:00 - 10:00:00","45580.3333333333","10 %","10.0000","6,37 Go","6842970112.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 10:00:00 - 11:00:00","45580.3750000000","10 %","10.0000","6,39 Go","6858600448.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 11:00:00 - 12:00:00","45580.4166666667","10 %","10.0000","6,36 Go","6828832085.3333","0 %","0.0000","100 %","0000010000"
"15/10/2024 12:00:00 - 13:00:00","45580.4583333333","10 %","10.0000","6,40 Go","6866772650.6667","0 %","0.0000","100 %","0000010000"
"15/10/2024 13:00:00 - 14:00:00","45580.5000000000","10 %","10.0000","6,42 Go","6892670976.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 14:00:00 - 15:00:00","45580.5416666667","10 %","10.0000","6,41 Go","6878081706.6667","0 %","0.0000","100 %","0000010000"
"15/10/2024 15:00:00 - 16:00:00","45580.5833333333","10 %","10.0000","6,41 Go","6885047637.3333","0 %","0.0000","100 %","0000010000"
"15/10/2024 16:00:00 - 17:00:00","45580.6250000000","10 %","10.0000","6,41 Go","6879396522.6667","0 %","0.0000","100 %","0000010000"
"15/10/2024 17:00:00 - 18:00:00","45580.6666666667","10 %","10.0000","6,39 Go","6866236074.6667","0 %","0.0000","100 %","0000010000"
"15/10/2024 18:00:00 - 19:00:00","45580.7083333333","10 %","10.0000","6,39 Go","6858863274.6667","0 %","0.0000","100 %","0000010000"
"15/10/2024 19:00:00 - 20:00:00","45580.7500000000","10 %","10.0000","6,39 Go","6865081685.3333","0 %","0.0000","100 %","0000010000"
"15/10/2024 20:00:00 - 21:00:00","45580.7916666667","10 %","10.0000","6,40 Go","6869037738.6667","0 %","0.0000","100 %","0000010000"
"15/10/2024 21:00:00 - 22:00:00","45580.8333333333","10 %","10.0000","6,39 Go","6860282538.6667","0 %","0.0000","100 %","0000010000"
"15/10/2024 22:00:00 - 23:00:00","45580.8750000000","10 %","10.0000","6,38 Go","6851056981.3333","0 %","0.0000","100 %","0000010000"
"15/10/2024 23:00:00 - 00:00:00","45580.9166666667","10 %","10.0000","6,38 Go","6851523242.6667","0 %","0.0000","100 %","0000010000"
"16/10/2024 00:00:00 - 01:00:00","45580.9583333333","10 %","10.0000","6,38 Go","6851311616.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 01:00:00 - 02:00:00","45581.0000000000","10 %","10.0000","6,34 Go","6804800170.6667","0 %","0.0000","100 %","0000010000"
"16/10/2024 02:00:00 - 03:00:00","45581.0416666667","10 %","10.0000","6,44 Go","6911951530.6667","0 %","0.0000","100 %","0000010000"
"16/10/2024 03:00:00 - 04:00:00","45581.0833333333","10 %","10.0000","6,49 Go","6966842026.6667","0 %","0.0000","100 %","0000010000"
"16/10/2024 04:00:00 - 05:00:00","45581.1250000000","10 %","10.0000","6,44 Go","6911586304.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 05:00:00 - 06:00:00","45581.1666666667","10 %","10.0000","6,42 Go","6888335360.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 06:00:00 - 07:00:00","45581.2083333333","10 %","10.0000","6,43 Go","6900397397.3333","0 %","0.0000","100 %","0000010000"
"16/10/2024 07:00:00 - 08:00:00","45581.2500000000","10 %","10.0000","6,41 Go","6883344384.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 08:00:00 - 09:00:00","45581.2916666667","10 %","10.0000","6,43 Go","6903330133.3333","0 %","0.0000","100 %","0000010000"
"16/10/2024 09:00:00 - 10:00:00","45581.3333333333","10 %","10.0000","6,43 Go","6909392896.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 10:00:00 - 11:00:00","45581.3750000000","10 %","10.0000","6,40 Go","6870446080.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 11:00:00 - 12:00:00","45581.4166666667","10 %","10.0000","6,35 Go","6813407914.6667","0 %","0.0000","100 %","0000010000"
"16/10/2024 12:00:00 - 13:00:00","45581.4583333333","10 %","10.0000","6,39 Go","6863032320.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 13:00:00 - 14:00:00","45581.5000000000","10 %","10.0000","6,39 Go","6860170581.3333","0 %","0.0000","100 %","0000010000"
"16/10/2024 14:00:00 - 15:00:00","45581.5416666667","10 %","10.0000","6,38 Go","6852933632.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 15:00:00 - 16:00:00","45581.5833333333","10 %","10.0000","6,39 Go","6863138133.3333","0 %","0.0000","100 %","0000010000"
"16/10/2024 16:00:00 - 17:00:00","45581.6250000000","10 %","10.0000","6,39 Go","6862450005.3333","0 %","0.0000","100 %","0000010000"
"16/10/2024 17:00:00 - 18:00:00","45581.6666666667","10 %","10.0000","6,38 Go","6852482389.3333","0 %","0.0000","100 %","0000010000"
"16/10/2024 18:00:00 - 19:00:00","45581.7083333333","10 %","10.0000","6,39 Go","6862151680.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 19:00:00 - 20:00:00","45581.7500000000","10 %","10.0000","6,41 Go","6878293333.3333","0 %","0.0000","100 %","0000010000"
"16/10/2024 20:00:00 - 21:00:00","45581.7916666667","10 %","10.0000","6,41 Go","6883285674.6667","0 %","0.0000","100 %","0000010000"
"16/10/2024 21:00:00 - 22:00:00","45581.8333333333","10 %","10.0000","6,42 Go","6890807978.6667","0 %","0.0000","100 %","0000010000"
"16/10/2024 22:00:00 - 23:00:00","45581.8750000000","10 %","10.0000","6,41 Go","6879670954.6667","0 %","0.0000","100 %","0000010000"
"16/10/2024 23:00:00 - 00:00:00","45581.9166666667","10 %","10.0000","6,39 Go","6866110464.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 00:00:00 - 01:00:00","45581.9583333333","10 %","10.0000","6,37 Go","6844536832.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 01:00:00 - 02:00:00","45582.0000000000","10 %","9.8333","6,34 Go","6805865130.6667","0 %","0.0000","100 %","0000010000"
"17/10/2024 02:00:00 - 03:00:00","45582.0416666667","10 %","10.0000","6,40 Go","6868804949.3333","0 %","0.0000","100 %","0000010000"
"17/10/2024 03:00:00 - 04:00:00","45582.0833333333","10 %","10.0000","6,45 Go","6920704000.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 04:00:00 - 05:00:00","45582.1250000000","10 %","10.0000","6,41 Go","6884175872.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 05:00:00 - 06:00:00","45582.1666666667","10 %","10.0000","6,36 Go","6827642880.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 06:00:00 - 07:00:00","45582.2083333333","10 %","10.0000","6,37 Go","6841142613.3333","0 %","0.0000","100 %","0000010000"
"17/10/2024 07:00:00 - 08:00:00","45582.2500000000","10 %","10.0000","6,37 Go","6839795029.3333","0 %","0.0000","100 %","0000010000"
"17/10/2024 08:00:00 - 09:00:00","45582.2916666667","10 %","10.0000","6,35 Go","6823012352.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 09:00:00 - 10:00:00","45582.3333333333","10 %","10.0000","6,37 Go","6836723029.3333","0 %","0.0000","100 %","0000010000"
"17/10/2024 10:00:00 - 11:00:00","45582.3750000000","10 %","10.0000","6,34 Go","6805171541.3333","0 %","0.0000","100 %","0000010000"
"17/10/2024 11:00:00 - 12:00:00","45582.4166666667","10 %","10.0000","6,32 Go","6784787114.6667","0 %","0.0000","100 %","0000010000"
"17/10/2024 12:00:00 - 13:00:00","45582.4583333333","10 %","10.0000","6,34 Go","6807263914.6667","0 %","0.0000","100 %","0000010000"
"17/10/2024 13:00:00 - 14:00:00","45582.5000000000","10 %","10.0000","6,36 Go","6829408256.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 14:00:00 - 15:00:00","45582.5416666667","10 %","10.0000","6,36 Go","6824074581.3333","0 %","0.0000","100 %","0000010000"
"17/10/2024 15:00:00 - 16:00:00","45582.5833333333","10 %","10.0000","6,39 Go","6859481088.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 16:00:00 - 17:00:00","45582.6250000000","10 %","10.0000","6,38 Go","6853300224.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 17:00:00 - 18:00:00","45582.6666666667","10 %","10.0000","6,38 Go","6852367018.6667","0 %","0.0000","100 %","0000010000"
"17/10/2024 18:00:00 - 19:00:00","45582.7083333333","10 %","10.0000","6,38 Go","6849459541.3333","0 %","0.0000","100 %","0000010000"
"17/10/2024 19:00:00 - 20:00:00","45582.7500000000","10 %","10.0000","6,39 Go","6858666666.6667","0 %","0.0000","100 %","0000010000"
"17/10/2024 20:00:00 - 21:00:00","45582.7916666667","10 %","10.0000","6,39 Go","6865005909.3333","0 %","0.0000","100 %","0000010000"
"17/10/2024 21:00:00 - 22:00:00","45582.8333333333","10 %","10.0000","6,39 Go","6857672021.3333","0 %","0.0000","100 %","0000010000"
"17/10/2024 22:00:00 - 23:00:00","45582.8750000000","10 %","10.0000","6,37 Go","6838751914.6667","0 %","0.0000","100 %","0000010000"
"17/10/2024 23:00:00 - 00:00:00","45582.9166666667","10 %","10.0000","6,38 Go","6846942549.3333","0 %","0.0000","100 %","0000010000"
"18/10/2024 00:00:00 - 01:00:00","45582.9583333333","10 %","10.0000","6,35 Go","6822920192.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 01:00:00 - 02:00:00","45583.0000000000","10 %","9.8333","6,28 Go","6745746773.3333","0 %","0.0000","100 %","0000010000"
"18/10/2024 02:00:00 - 03:00:00","45583.0416666667","10 %","10.0000","6,33 Go","6794963626.6667","0 %","0.0000","100 %","0000010000"
"18/10/2024 03:00:00 - 04:00:00","45583.0833333333","10 %","10.0000","6,34 Go","6803283285.3333","0 %","0.0000","100 %","0000010000"
"18/10/2024 04:00:00 - 05:00:00","45583.1250000000","10 %","10.0000","6,34 Go","6811204949.3333","0 %","0.0000","100 %","0000010000"
"18/10/2024 05:00:00 - 06:00:00","45583.1666666667","10 %","9.8333","6,27 Go","6729403050.6667","0 %","0.0000","100 %","0000010000"
"18/10/2024 06:00:00 - 07:00:00","45583.2083333333","10 %","10.0000","6,29 Go","6754853546.6667","0 %","0.0000","100 %","0000010000"
"18/10/2024 07:00:00 - 08:00:00","45583.2500000000","10 %","10.0000","6,31 Go","6770256554.6667","0 %","0.0000","100 %","0000010000"
"18/10/2024 08:00:00 - 09:00:00","45583.2916666667","10 %","10.0000","6,32 Go","6781150549.3333","0 %","0.0000","100 %","0000010000"
"18/10/2024 09:00:00 - 10:00:00","45583.3333333333","10 %","10.0000","6,30 Go","6769273514.6667","0 %","0.0000","100 %","0000010000"
"18/10/2024 10:00:00 - 11:00:00","45583.3750000000","10 %","10.0000","6,32 Go","6783293440.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 11:00:00 - 12:00:00","45583.4166666667","10 %","10.0000","6,28 Go","6745491456.0000","0 %","0.0000","100 %","0000010000"
