"Date et heure","Date et heure(RAW)","Mémoire disponible (%)","Mémoire disponible (%)(RAW)","Mémoire disponible","Mémoire disponible(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"20/08/2024 23:00:00 - 00:00:00","45524.9166666667","10 %","10.0000","6,70 Go","7190247424.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 00:00:00 - 01:00:00","45524.9583333333","10 %","10.0000","6,70 Go","7196304042.6667","0 %","0.0000","100 %","0000010000"
"21/08/2024 01:00:00 - 02:00:00","45525.0000000000","10 %","10.1667","6,70 Go","7196644010.6667","0 %","0.0000","100 %","0000010000"
"21/08/2024 02:00:00 - 03:00:00","45525.0416666667","10 %","10.3333","6,68 Go","7175304533.3333","0 %","0.0000","100 %","0000010000"
"21/08/2024 03:00:00 - 04:00:00","45525.0833333333","10 %","10.0000","6,66 Go","7147640832.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 04:00:00 - 05:00:00","45525.1250000000","10 %","10.0000","6,63 Go","7115499520.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 05:00:00 - 06:00:00","45525.1666666667","10 %","10.0000","6,64 Go","7128780800.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 06:00:00 - 07:00:00","45525.2083333333","10 %","10.0000","6,56 Go","7044182698.6667","0 %","0.0000","100 %","0000010000"
"21/08/2024 07:00:00 - 08:00:00","45525.2500000000","10 %","10.0000","6,63 Go","7114393600.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 08:00:00 - 09:00:00","45525.2916666667","10 %","10.0000","6,64 Go","7125051392.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 09:00:00 - 10:00:00","45525.3333333333","10 %","10.0000","6,66 Go","7149770752.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 10:00:00 - 11:00:00","45525.3750000000","10 %","10.0000","6,63 Go","7118191957.3333","0 %","0.0000","100 %","0000010000"
"21/08/2024 11:00:00 - 12:00:00","45525.4166666667","10 %","10.0000","6,65 Go","7140910421.3333","0 %","0.0000","100 %","0000010000"
"21/08/2024 12:00:00 - 13:00:00","45525.4583333333","10 %","10.0000","6,69 Go","7185917269.3333","0 %","0.0000","100 %","0000010000"
"21/08/2024 13:00:00 - 14:00:00","45525.5000000000","11 %","10.6667","6,73 Go","7221908138.6667","0 %","0.0000","100 %","0000010000"
"21/08/2024 14:00:00 - 15:00:00","45525.5416666667","10 %","10.3333","6,72 Go","7210791594.6667","0 %","0.0000","100 %","0000010000"
"21/08/2024 15:00:00 - 16:00:00","45525.5833333333","10 %","10.3333","6,70 Go","7193239552.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 16:00:00 - 17:00:00","45525.6250000000","10 %","10.5000","6,71 Go","7208557226.6667","0 %","0.0000","100 %","0000010000"
"21/08/2024 17:00:00 - 18:00:00","45525.6666666667","10 %","10.3333","6,72 Go","7212423850.6667","0 %","0.0000","100 %","0000010000"
"21/08/2024 18:00:00 - 19:00:00","45525.7083333333","11 %","10.8333","6,73 Go","7226183680.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 19:00:00 - 20:00:00","45525.7500000000","11 %","10.8333","6,73 Go","7224275626.6667","0 %","0.0000","100 %","0000010000"
"21/08/2024 20:00:00 - 21:00:00","45525.7916666667","10 %","10.5000","6,72 Go","7214735360.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 21:00:00 - 22:00:00","45525.8333333333","11 %","11.0000","6,74 Go","7238858069.3333","0 %","0.0000","100 %","0000010000"
"21/08/2024 22:00:00 - 23:00:00","45525.8750000000","11 %","10.8333","6,74 Go","7236255061.3333","0 %","0.0000","100 %","0000010000"
"21/08/2024 23:00:00 - 00:00:00","45525.9166666667","10 %","10.5000","6,72 Go","7216248149.3333","0 %","0.0000","100 %","0000010000"
"22/08/2024 00:00:00 - 01:00:00","45525.9583333333","10 %","10.5000","6,73 Go","7221598890.6667","0 %","0.0000","100 %","0000010000"
"22/08/2024 01:00:00 - 02:00:00","45526.0000000000","11 %","10.8333","6,73 Go","7227089578.6667","0 %","0.0000","100 %","0000010000"
"22/08/2024 02:00:00 - 03:00:00","45526.0416666667","10 %","10.3333","6,72 Go","7214204928.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 03:00:00 - 04:00:00","45526.0833333333","10 %","10.0000","6,65 Go","7144133973.3333","0 %","0.0000","100 %","0000010000"
"22/08/2024 04:00:00 - 05:00:00","45526.1250000000","10 %","10.0000","6,64 Go","7130520234.6667","0 %","0.0000","100 %","0000010000"
"22/08/2024 05:00:00 - 06:00:00","45526.1666666667","10 %","10.0000","6,60 Go","7090831360.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 06:00:00 - 07:00:00","45526.2083333333","10 %","10.0000","6,58 Go","7069379925.3333","0 %","0.0000","100 %","0000010000"
"22/08/2024 07:00:00 - 08:00:00","45526.2500000000","10 %","10.0000","6,59 Go","7075293184.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 08:00:00 - 09:00:00","45526.2916666667","10 %","10.0000","6,56 Go","7040174080.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 09:00:00 - 10:00:00","45526.3333333333","10 %","10.0000","6,60 Go","7088607914.6667","0 %","0.0000","100 %","0000010000"
"22/08/2024 10:00:00 - 11:00:00","45526.3750000000","10 %","10.0000","6,59 Go","7071317333.3333","0 %","0.0000","100 %","0000010000"
"22/08/2024 11:00:00 - 12:00:00","45526.4166666667","10 %","10.0000","6,64 Go","7127973205.3333","0 %","0.0000","100 %","0000010000"
"22/08/2024 12:00:00 - 13:00:00","45526.4583333333","10 %","10.0000","6,65 Go","7139116373.3333","0 %","0.0000","100 %","0000010000"
"22/08/2024 13:00:00 - 14:00:00","45526.5000000000","10 %","10.1667","6,68 Go","7173777408.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 14:00:00 - 15:00:00","45526.5416666667","10 %","10.3333","6,71 Go","7203418112.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 15:00:00 - 16:00:00","45526.5833333333","10 %","10.1667","6,72 Go","7214485504.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 16:00:00 - 17:00:00","45526.6250000000","10 %","10.3333","6,71 Go","7207347541.3333","0 %","0.0000","100 %","0000010000"
"22/08/2024 17:00:00 - 18:00:00","45526.6666666667","10 %","10.1667","6,71 Go","7200793258.6667","0 %","0.0000","100 %","0000010000"
"22/08/2024 18:00:00 - 19:00:00","45526.7083333333","10 %","10.5000","6,73 Go","7222484309.3333","0 %","0.0000","100 %","0000010000"
"22/08/2024 19:00:00 - 20:00:00","45526.7500000000","11 %","10.8333","6,73 Go","7229814784.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 20:00:00 - 21:00:00","45526.7916666667","10 %","10.0000","6,69 Go","7187507882.6667","0 %","0.0000","100 %","0000010000"
"22/08/2024 21:00:00 - 22:00:00","45526.8333333333","10 %","10.1667","6,70 Go","7193934506.6667","0 %","0.0000","100 %","0000010000"
"22/08/2024 22:00:00 - 23:00:00","45526.8750000000","10 %","10.0000","6,70 Go","7193931776.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 23:00:00 - 00:00:00","45526.9166666667","10 %","10.1667","6,70 Go","7198916608.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 00:00:00 - 01:00:00","45526.9583333333","10 %","10.0000","6,70 Go","7191480320.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 01:00:00 - 02:00:00","45527.0000000000","10 %","10.1667","6,70 Go","7197147136.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 02:00:00 - 03:00:00","45527.0416666667","10 %","10.5000","6,72 Go","7215851520.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 03:00:00 - 04:00:00","45527.0833333333","10 %","10.0000","6,66 Go","7151975082.6667","0 %","0.0000","100 %","0000010000"
"23/08/2024 04:00:00 - 05:00:00","45527.1250000000","10 %","10.0000","6,64 Go","7126616064.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 05:00:00 - 06:00:00","45527.1666666667","10 %","10.0000","6,58 Go","7070081706.6667","0 %","0.0000","100 %","0000010000"
"23/08/2024 06:00:00 - 07:00:00","45527.2083333333","10 %","10.0000","6,56 Go","7047877290.6667","0 %","0.0000","100 %","0000010000"
"23/08/2024 07:00:00 - 08:00:00","45527.2500000000","10 %","10.0000","6,57 Go","7054163968.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 08:00:00 - 09:00:00","45527.2916666667","10 %","10.0000","6,59 Go","7076498090.6667","0 %","0.0000","100 %","0000010000"
"23/08/2024 09:00:00 - 10:00:00","45527.3333333333","10 %","10.0000","6,60 Go","7083628544.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 10:00:00 - 11:00:00","45527.3750000000","10 %","10.0000","6,56 Go","7040314026.6667","0 %","0.0000","100 %","0000010000"
"23/08/2024 11:00:00 - 12:00:00","45527.4166666667","10 %","10.0000","6,57 Go","7049360725.3333","0 %","0.0000","100 %","0000010000"
"23/08/2024 12:00:00 - 13:00:00","45527.4583333333","10 %","10.0000","6,61 Go","7100706133.3333","0 %","0.0000","100 %","0000010000"
"23/08/2024 13:00:00 - 14:00:00","45527.5000000000","10 %","10.0000","6,61 Go","7096778069.3333","0 %","0.0000","100 %","0000010000"
"23/08/2024 14:00:00 - 15:00:00","45527.5416666667","10 %","10.0000","6,59 Go","7075715754.6667","0 %","0.0000","100 %","0000010000"
"23/08/2024 15:00:00 - 16:00:00","45527.5833333333","10 %","10.0000","6,61 Go","7100680192.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 16:00:00 - 17:00:00","45527.6250000000","10 %","10.0000","6,64 Go","7129948842.6667","0 %","0.0000","100 %","0000010000"
"23/08/2024 17:00:00 - 18:00:00","45527.6666666667","10 %","10.0000","6,65 Go","7136273066.6667","0 %","0.0000","100 %","0000010000"
"23/08/2024 18:00:00 - 19:00:00","45527.7083333333","10 %","10.0000","6,65 Go","7135784277.3333","0 %","0.0000","100 %","0000010000"
"23/08/2024 19:00:00 - 20:00:00","45527.7500000000","10 %","10.0000","6,65 Go","7137371477.3333","0 %","0.0000","100 %","0000010000"
"23/08/2024 20:00:00 - 21:00:00","45527.7916666667","10 %","10.0000","6,64 Go","7128564394.6667","0 %","0.0000","100 %","0000010000"
"23/08/2024 21:00:00 - 22:00:00","45527.8333333333","10 %","10.0000","6,63 Go","7114664618.6667","0 %","0.0000","100 %","0000010000"
"23/08/2024 22:00:00 - 23:00:00","45527.8750000000","10 %","10.0000","6,62 Go","7108811434.6667","0 %","0.0000","100 %","0000010000"
"23/08/2024 23:00:00 - 00:00:00","45527.9166666667","10 %","10.0000","6,62 Go","7102892032.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 00:00:00 - 01:00:00","45527.9583333333","10 %","10.0000","6,61 Go","7098897066.6667","0 %","0.0000","100 %","0000010000"
"24/08/2024 01:00:00 - 02:00:00","45528.0000000000","10 %","10.0000","6,62 Go","7105361920.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 02:00:00 - 03:00:00","45528.0416666667","10 %","10.1667","6,69 Go","7178441386.6667","0 %","0.0000","100 %","0000010000"
"24/08/2024 03:00:00 - 04:00:00","45528.0833333333","10 %","10.0000","6,61 Go","7102179328.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 04:00:00 - 05:00:00","45528.1250000000","10 %","10.0000","6,59 Go","7076358144.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 05:00:00 - 06:00:00","45528.1666666667","10 %","10.0000","6,58 Go","7060624042.6667","0 %","0.0000","100 %","0000010000"
"24/08/2024 06:00:00 - 07:00:00","45528.2083333333","10 %","10.0000","6,56 Go","7046748842.6667","0 %","0.0000","100 %","0000010000"
"24/08/2024 07:00:00 - 08:00:00","45528.2500000000","10 %","10.0000","6,57 Go","7051126784.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 08:00:00 - 09:00:00","45528.2916666667","10 %","10.0000","6,59 Go","7071229269.3333","0 %","0.0000","100 %","0000010000"
"24/08/2024 09:00:00 - 10:00:00","45528.3333333333","10 %","10.0000","6,58 Go","7064709120.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 10:00:00 - 11:00:00","45528.3750000000","10 %","10.0000","6,55 Go","7031891285.3333","0 %","0.0000","100 %","0000010000"
"24/08/2024 11:00:00 - 12:00:00","45528.4166666667","10 %","10.0000","6,55 Go","7037102762.6667","0 %","0.0000","100 %","0000010000"
"24/08/2024 12:00:00 - 13:00:00","45528.4583333333","10 %","10.0000","6,61 Go","7100932778.6667","0 %","0.0000","100 %","0000010000"
"24/08/2024 13:00:00 - 14:00:00","45528.5000000000","10 %","10.0000","6,61 Go","7097784320.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 14:00:00 - 15:00:00","45528.5416666667","10 %","10.0000","6,63 Go","7118716928.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 15:00:00 - 16:00:00","45528.5833333333","10 %","10.0000","6,62 Go","7112076629.3333","0 %","0.0000","100 %","0000010000"
"24/08/2024 16:00:00 - 17:00:00","45528.6250000000","10 %","10.0000","6,63 Go","7113766229.3333","0 %","0.0000","100 %","0000010000"
"24/08/2024 17:00:00 - 18:00:00","45528.6666666667","10 %","10.0000","6,63 Go","7113805141.3333","0 %","0.0000","100 %","0000010000"
"24/08/2024 18:00:00 - 19:00:00","45528.7083333333","10 %","10.0000","6,63 Go","7120080896.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 19:00:00 - 20:00:00","45528.7500000000","10 %","10.0000","6,64 Go","7128346624.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 20:00:00 - 21:00:00","45528.7916666667","10 %","10.0000","6,65 Go","7144783872.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 21:00:00 - 22:00:00","45528.8333333333","10 %","10.0000","6,65 Go","7140149248.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 22:00:00 - 23:00:00","45528.8750000000","10 %","10.0000","6,66 Go","7151193292.8000","0 %","0.0000","100 %","0000010000"
"24/08/2024 23:00:00 - 00:00:00","45528.9166666667","10 %","10.0000","6,65 Go","7137478656.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 00:00:00 - 01:00:00","45528.9583333333","10 %","10.0000","6,64 Go","7131237717.3333","0 %","0.0000","100 %","0000010000"
"25/08/2024 01:00:00 - 02:00:00","45529.0000000000","10 %","10.0000","6,65 Go","7144663722.6667","0 %","0.0000","100 %","0000010000"
"25/08/2024 02:00:00 - 03:00:00","45529.0416666667","10 %","10.1667","6,67 Go","7164382549.3333","0 %","0.0000","100 %","0000010000"
"25/08/2024 03:00:00 - 04:00:00","45529.0833333333","10 %","10.0000","6,62 Go","7107289088.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 04:00:00 - 05:00:00","45529.1250000000","10 %","10.0000","6,59 Go","7079897088.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 05:00:00 - 06:00:00","45529.1666666667","10 %","10.0000","6,58 Go","7059998037.3333","0 %","0.0000","100 %","0000010000"
"25/08/2024 06:00:00 - 07:00:00","45529.2083333333","10 %","10.0000","6,57 Go","7052790442.6667","0 %","0.0000","100 %","0000010000"
"25/08/2024 07:00:00 - 08:00:00","45529.2500000000","10 %","10.0000","6,57 Go","7059064832.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 08:00:00 - 09:00:00","45529.2916666667","10 %","10.0000","6,56 Go","7041045162.6667","0 %","0.0000","100 %","0000010000"
"25/08/2024 09:00:00 - 10:00:00","45529.3333333333","10 %","10.0000","6,56 Go","7039727616.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 10:00:00 - 11:00:00","45529.3750000000","10 %","10.0000","6,54 Go","7026438826.6667","0 %","0.0000","100 %","0000010000"
"25/08/2024 11:00:00 - 12:00:00","45529.4166666667","10 %","10.0000","6,51 Go","6995176106.6667","0 %","0.0000","100 %","0000010000"
"25/08/2024 12:00:00 - 13:00:00","45529.4583333333","10 %","10.0000","6,56 Go","7041946965.3333","0 %","0.0000","100 %","0000010000"
"25/08/2024 13:00:00 - 14:00:00","45529.5000000000","10 %","10.0000","6,57 Go","7054568106.6667","0 %","0.0000","100 %","0000010000"
"25/08/2024 14:00:00 - 15:00:00","45529.5416666667","10 %","10.0000","6,58 Go","7068099242.6667","0 %","0.0000","100 %","0000010000"
"25/08/2024 15:00:00 - 16:00:00","45529.5833333333","10 %","10.0000","6,58 Go","7062898688.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 16:00:00 - 17:00:00","45529.6250000000","10 %","10.0000","6,57 Go","7058967893.3333","0 %","0.0000","100 %","0000010000"
"25/08/2024 17:00:00 - 18:00:00","45529.6666666667","10 %","10.0000","6,58 Go","7069654357.3333","0 %","0.0000","100 %","0000010000"
"25/08/2024 18:00:00 - 19:00:00","45529.7083333333","10 %","10.0000","6,61 Go","7092275882.6667","0 %","0.0000","100 %","0000010000"
"25/08/2024 19:00:00 - 20:00:00","45529.7500000000","10 %","10.0000","6,61 Go","7092307968.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 20:00:00 - 21:00:00","45529.7916666667","10 %","10.0000","6,60 Go","7090526208.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 21:00:00 - 22:00:00","45529.8333333333","10 %","10.0000","6,59 Go","7080613888.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 22:00:00 - 23:00:00","45529.8750000000","10 %","10.0000","6,58 Go","7068744362.6667","0 %","0.0000","100 %","0000010000"
"25/08/2024 23:00:00 - 00:00:00","45529.9166666667","10 %","10.0000","6,58 Go","7067625472.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 00:00:00 - 01:00:00","45529.9583333333","10 %","10.0000","6,56 Go","7043776512.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 01:00:00 - 02:00:00","45530.0000000000","10 %","10.0000","6,56 Go","7047038976.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 02:00:00 - 03:00:00","45530.0416666667","10 %","10.1667","6,64 Go","7133464576.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 03:00:00 - 04:00:00","45530.0833333333","10 %","10.0000","6,57 Go","7058373290.6667","0 %","0.0000","100 %","0000010000"
"26/08/2024 04:00:00 - 05:00:00","45530.1250000000","10 %","10.0000","6,54 Go","7022955178.6667","0 %","0.0000","100 %","0000010000"
"26/08/2024 05:00:00 - 06:00:00","45530.1666666667","10 %","10.0000","6,50 Go","6981784234.6667","0 %","0.0000","100 %","0000010000"
"26/08/2024 06:00:00 - 07:00:00","45530.2083333333","10 %","10.0000","6,48 Go","6952491008.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 07:00:00 - 08:00:00","45530.2500000000","10 %","10.0000","6,49 Go","6971947690.6667","0 %","0.0000","100 %","0000010000"
"26/08/2024 08:00:00 - 09:00:00","45530.2916666667","10 %","10.0000","6,43 Go","6909362858.6667","0 %","0.0000","100 %","0000010000"
"26/08/2024 09:00:00 - 10:00:00","45530.3333333333","10 %","10.0000","6,46 Go","6937062058.6667","0 %","0.0000","100 %","0000010000"
"26/08/2024 10:00:00 - 11:00:00","45530.3750000000","10 %","10.0000","6,49 Go","6971381077.3333","0 %","0.0000","100 %","0000010000"
"26/08/2024 11:00:00 - 12:00:00","45530.4166666667","10 %","10.0000","6,49 Go","6968141141.3333","0 %","0.0000","100 %","0000010000"
"26/08/2024 12:00:00 - 13:00:00","45530.4583333333","10 %","10.0000","6,55 Go","7031307605.3333","0 %","0.0000","100 %","0000010000"
"26/08/2024 13:00:00 - 14:00:00","45530.5000000000","10 %","10.0000","6,56 Go","7044691968.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 14:00:00 - 15:00:00","45530.5416666667","10 %","10.0000","6,59 Go","7076304213.3333","0 %","0.0000","100 %","0000010000"
"26/08/2024 15:00:00 - 16:00:00","45530.5833333333","10 %","10.0000","6,59 Go","7072874496.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 16:00:00 - 17:00:00","45530.6250000000","10 %","10.0000","6,57 Go","7058853888.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 17:00:00 - 18:00:00","45530.6666666667","10 %","9.6667","6,38 Go","6848481962.6667","0 %","0.0000","100 %","0000010000"
"26/08/2024 18:00:00 - 19:00:00","45530.7083333333","10 %","10.0000","6,54 Go","7025210709.3333","0 %","0.0000","100 %","0000010000"
"26/08/2024 19:00:00 - 20:00:00","45530.7500000000","10 %","10.0000","6,55 Go","7033053184.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 20:00:00 - 21:00:00","45530.7916666667","10 %","10.0000","6,53 Go","7011493205.3333","0 %","0.0000","100 %","0000010000"
"26/08/2024 21:00:00 - 22:00:00","45530.8333333333","10 %","10.0000","6,52 Go","7001658026.6667","0 %","0.0000","100 %","0000010000"
"26/08/2024 22:00:00 - 23:00:00","45530.8750000000","10 %","10.0000","6,52 Go","6996026026.6667","0 %","0.0000","100 %","0000010000"
"26/08/2024 23:00:00 - 00:00:00","45530.9166666667","10 %","10.0000","6,53 Go","7012253013.3333","0 %","0.0000","100 %","0000010000"
