"Date et heure","Date et heure(RAW)","Somme","Somme(RAW)","Octets libres C:","Octets libres C:(RAW)","Espace disponible C:","Espace disponible C:(RAW)","Octets libres D:","Octets libres D:(RAW)","Espace disponible D:","Espace disponible D:(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"24/06/2024 22:00:00 - 23:00:00","45467.8750000000","","","","","","","","","","","","","0 %","0000000000"
"24/06/2024 23:00:00 - 00:00:00","45467.9166666667","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 00:00:00 - 01:00:00","45467.9583333333","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 01:00:00 - 02:00:00","45468.0000000000","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 02:00:00 - 03:00:00","45468.0416666667","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 03:00:00 - 04:00:00","45468.0833333333","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 04:00:00 - 05:00:00","45468.1250000000","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 05:00:00 - 06:00:00","45468.1666666667","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 06:00:00 - 07:00:00","45468.2083333333","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 07:00:00 - 08:00:00","45468.2500000000","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 08:00:00 - 09:00:00","45468.2916666667","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 09:00:00 - 10:00:00","45468.3333333333","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 10:00:00 - 11:00:00","45468.3750000000","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 11:00:00 - 12:00:00","45468.4166666667","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 12:00:00 - 13:00:00","45468.4583333333","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 13:00:00 - 14:00:00","45468.5000000000","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 14:00:00 - 15:00:00","45468.5416666667","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 15:00:00 - 16:00:00","45468.5833333333","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 16:00:00 - 17:00:00","45468.6250000000","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 17:00:00 - 18:00:00","45468.6666666667","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 18:00:00 - 19:00:00","45468.7083333333","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 19:00:00 - 20:00:00","45468.7500000000","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 20:00:00 - 21:00:00","45468.7916666667","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 21:00:00 - 22:00:00","45468.8333333333","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 22:00:00 - 23:00:00","45468.8750000000","","","","","","","","","","","","","0 %","0000000000"
"25/06/2024 23:00:00 - 00:00:00","45468.9166666667","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 00:00:00 - 01:00:00","45468.9583333333","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 01:00:00 - 02:00:00","45469.0000000000","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 02:00:00 - 03:00:00","45469.0416666667","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 03:00:00 - 04:00:00","45469.0833333333","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 04:00:00 - 05:00:00","45469.1250000000","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 05:00:00 - 06:00:00","45469.1666666667","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 06:00:00 - 07:00:00","45469.2083333333","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 07:00:00 - 08:00:00","45469.2500000000","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 08:00:00 - 09:00:00","45469.2916666667","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 09:00:00 - 10:00:00","45469.3333333333","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 10:00:00 - 11:00:00","45469.3750000000","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 11:00:00 - 12:00:00","45469.4166666667","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 12:00:00 - 13:00:00","45469.4583333333","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 13:00:00 - 14:00:00","45469.5000000000","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 14:00:00 - 15:00:00","45469.5416666667","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 15:00:00 - 16:00:00","45469.5833333333","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 16:00:00 - 17:00:00","45469.6250000000","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 17:00:00 - 18:00:00","45469.6666666667","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 18:00:00 - 19:00:00","45469.7083333333","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 19:00:00 - 20:00:00","45469.7500000000","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 20:00:00 - 21:00:00","45469.7916666667","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 21:00:00 - 22:00:00","45469.8333333333","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 22:00:00 - 23:00:00","45469.8750000000","","","","","","","","","","","","","0 %","0000000000"
"26/06/2024 23:00:00 - 00:00:00","45469.9166666667","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 00:00:00 - 01:00:00","45469.9583333333","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 01:00:00 - 02:00:00","45470.0000000000","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 02:00:00 - 03:00:00","45470.0416666667","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 03:00:00 - 04:00:00","45470.0833333333","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 04:00:00 - 05:00:00","45470.1250000000","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 05:00:00 - 06:00:00","45470.1666666667","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 06:00:00 - 07:00:00","45470.2083333333","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 07:00:00 - 08:00:00","45470.2500000000","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 08:00:00 - 09:00:00","45470.2916666667","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 09:00:00 - 10:00:00","45470.3333333333","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 10:00:00 - 11:00:00","45470.3750000000","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 11:00:00 - 12:00:00","45470.4166666667","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 12:00:00 - 13:00:00","45470.4583333333","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 13:00:00 - 14:00:00","45470.5000000000","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 14:00:00 - 15:00:00","45470.5416666667","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 15:00:00 - 16:00:00","45470.5833333333","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 16:00:00 - 17:00:00","45470.6250000000","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 17:00:00 - 18:00:00","45470.6666666667","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 18:00:00 - 19:00:00","45470.7083333333","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 19:00:00 - 20:00:00","45470.7500000000","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 20:00:00 - 21:00:00","45470.7916666667","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 21:00:00 - 22:00:00","45470.8333333333","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 22:00:00 - 23:00:00","45470.8750000000","","","","","","","","","","","","","0 %","0000000000"
"27/06/2024 23:00:00 - 00:00:00","45470.9166666667","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 00:00:00 - 01:00:00","45470.9583333333","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 01:00:00 - 02:00:00","45471.0000000000","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 02:00:00 - 03:00:00","45471.0416666667","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 03:00:00 - 04:00:00","45471.0833333333","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 04:00:00 - 05:00:00","45471.1250000000","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 05:00:00 - 06:00:00","45471.1666666667","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 06:00:00 - 07:00:00","45471.2083333333","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 07:00:00 - 08:00:00","45471.2500000000","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 08:00:00 - 09:00:00","45471.2916666667","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 09:00:00 - 10:00:00","45471.3333333333","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 10:00:00 - 11:00:00","45471.3750000000","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 11:00:00 - 12:00:00","45471.4166666667","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 12:00:00 - 13:00:00","45471.4583333333","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 13:00:00 - 14:00:00","45471.5000000000","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 14:00:00 - 15:00:00","45471.5416666667","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 15:00:00 - 16:00:00","45471.5833333333","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 16:00:00 - 17:00:00","45471.6250000000","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 17:00:00 - 18:00:00","45471.6666666667","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 18:00:00 - 19:00:00","45471.7083333333","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 19:00:00 - 20:00:00","45471.7500000000","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 20:00:00 - 21:00:00","45471.7916666667","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 21:00:00 - 22:00:00","45471.8333333333","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 22:00:00 - 23:00:00","45471.8750000000","","","","","","","","","","","","","0 %","0000000000"
"28/06/2024 23:00:00 - 00:00:00","45471.9166666667","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 00:00:00 - 01:00:00","45471.9583333333","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 01:00:00 - 02:00:00","45472.0000000000","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 02:00:00 - 03:00:00","45472.0416666667","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 03:00:00 - 04:00:00","45472.0833333333","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 04:00:00 - 05:00:00","45472.1250000000","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 05:00:00 - 06:00:00","45472.1666666667","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 06:00:00 - 07:00:00","45472.2083333333","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 07:00:00 - 08:00:00","45472.2500000000","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 08:00:00 - 09:00:00","45472.2916666667","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 09:00:00 - 10:00:00","45472.3333333333","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 10:00:00 - 11:00:00","45472.3750000000","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 11:00:00 - 12:00:00","45472.4166666667","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 12:00:00 - 13:00:00","45472.4583333333","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 13:00:00 - 14:00:00","45472.5000000000","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 14:00:00 - 15:00:00","45472.5416666667","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 15:00:00 - 16:00:00","45472.5833333333","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 16:00:00 - 17:00:00","45472.6250000000","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 17:00:00 - 18:00:00","45472.6666666667","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 18:00:00 - 19:00:00","45472.7083333333","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 19:00:00 - 20:00:00","45472.7500000000","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 20:00:00 - 21:00:00","45472.7916666667","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 21:00:00 - 22:00:00","45472.8333333333","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 22:00:00 - 23:00:00","45472.8750000000","","","","","","","","","","","","","0 %","0000000000"
"29/06/2024 23:00:00 - 00:00:00","45472.9166666667","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 00:00:00 - 01:00:00","45472.9583333333","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 01:00:00 - 02:00:00","45473.0000000000","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 02:00:00 - 03:00:00","45473.0416666667","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 03:00:00 - 04:00:00","45473.0833333333","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 04:00:00 - 05:00:00","45473.1250000000","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 05:00:00 - 06:00:00","45473.1666666667","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 06:00:00 - 07:00:00","45473.2083333333","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 07:00:00 - 08:00:00","45473.2500000000","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 08:00:00 - 09:00:00","45473.2916666667","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 09:00:00 - 10:00:00","45473.3333333333","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 10:00:00 - 11:00:00","45473.3750000000","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 11:00:00 - 12:00:00","45473.4166666667","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 12:00:00 - 13:00:00","45473.4583333333","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 13:00:00 - 14:00:00","45473.5000000000","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 14:00:00 - 15:00:00","45473.5416666667","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 15:00:00 - 16:00:00","45473.5833333333","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 16:00:00 - 17:00:00","45473.6250000000","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 17:00:00 - 18:00:00","45473.6666666667","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 18:00:00 - 19:00:00","45473.7083333333","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 19:00:00 - 20:00:00","45473.7500000000","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 20:00:00 - 21:00:00","45473.7916666667","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 21:00:00 - 22:00:00","45473.8333333333","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 22:00:00 - 23:00:00","45473.8750000000","","","","","","","","","","","","","0 %","0000000000"
"30/06/2024 23:00:00 - 00:00:00","45473.9166666667","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 00:00:00 - 01:00:00","45473.9583333333","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 01:00:00 - 02:00:00","45474.0000000000","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 02:00:00 - 03:00:00","45474.0416666667","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 03:00:00 - 04:00:00","45474.0833333333","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 04:00:00 - 05:00:00","45474.1250000000","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 05:00:00 - 06:00:00","45474.1666666667","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 06:00:00 - 07:00:00","45474.2083333333","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 07:00:00 - 08:00:00","45474.2500000000","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 08:00:00 - 09:00:00","45474.2916666667","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 09:00:00 - 10:00:00","45474.3333333333","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 10:00:00 - 11:00:00","45474.3750000000","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 11:00:00 - 12:00:00","45474.4166666667","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 12:00:00 - 13:00:00","45474.4583333333","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 13:00:00 - 14:00:00","45474.5000000000","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 14:00:00 - 15:00:00","45474.5416666667","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 15:00:00 - 16:00:00","45474.5833333333","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 16:00:00 - 17:00:00","45474.6250000000","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 17:00:00 - 18:00:00","45474.6666666667","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 18:00:00 - 19:00:00","45474.7083333333","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 19:00:00 - 20:00:00","45474.7500000000","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 20:00:00 - 21:00:00","45474.7916666667","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 21:00:00 - 22:00:00","45474.8333333333","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 22:00:00 - 23:00:00","45474.8750000000","","","","","","","","","","","","","0 %","0000000000"
"01/07/2024 23:00:00 - 00:00:00","45474.9166666667","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 00:00:00 - 01:00:00","45474.9583333333","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 01:00:00 - 02:00:00","45475.0000000000","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 02:00:00 - 03:00:00","45475.0416666667","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 03:00:00 - 04:00:00","45475.0833333333","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 04:00:00 - 05:00:00","45475.1250000000","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 05:00:00 - 06:00:00","45475.1666666667","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 06:00:00 - 07:00:00","45475.2083333333","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 07:00:00 - 08:00:00","45475.2500000000","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 08:00:00 - 09:00:00","45475.2916666667","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 09:00:00 - 10:00:00","45475.3333333333","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 10:00:00 - 11:00:00","45475.3750000000","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 11:00:00 - 12:00:00","45475.4166666667","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 12:00:00 - 13:00:00","45475.4583333333","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 13:00:00 - 14:00:00","45475.5000000000","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 14:00:00 - 15:00:00","45475.5416666667","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 15:00:00 - 16:00:00","45475.5833333333","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 16:00:00 - 17:00:00","45475.6250000000","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 17:00:00 - 18:00:00","45475.6666666667","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 18:00:00 - 19:00:00","45475.7083333333","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 19:00:00 - 20:00:00","45475.7500000000","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 20:00:00 - 21:00:00","45475.7916666667","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 21:00:00 - 22:00:00","45475.8333333333","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 22:00:00 - 23:00:00","45475.8750000000","","","","","","","","","","","","","0 %","0000000000"
"02/07/2024 23:00:00 - 00:00:00","45475.9166666667","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 00:00:00 - 01:00:00","45475.9583333333","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 01:00:00 - 02:00:00","45476.0000000000","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 02:00:00 - 03:00:00","45476.0416666667","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 03:00:00 - 04:00:00","45476.0833333333","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 04:00:00 - 05:00:00","45476.1250000000","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 05:00:00 - 06:00:00","45476.1666666667","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 06:00:00 - 07:00:00","45476.2083333333","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 07:00:00 - 08:00:00","45476.2500000000","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 08:00:00 - 09:00:00","45476.2916666667","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 09:00:00 - 10:00:00","45476.3333333333","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 10:00:00 - 11:00:00","45476.3750000000","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 11:00:00 - 12:00:00","45476.4166666667","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 12:00:00 - 13:00:00","45476.4583333333","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 13:00:00 - 14:00:00","45476.5000000000","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 14:00:00 - 15:00:00","45476.5416666667","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 15:00:00 - 16:00:00","45476.5833333333","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 16:00:00 - 17:00:00","45476.6250000000","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 17:00:00 - 18:00:00","45476.6666666667","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 18:00:00 - 19:00:00","45476.7083333333","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 19:00:00 - 20:00:00","45476.7500000000","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 20:00:00 - 21:00:00","45476.7916666667","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 21:00:00 - 22:00:00","45476.8333333333","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 22:00:00 - 23:00:00","45476.8750000000","","","","","","","","","","","","","0 %","0000000000"
"03/07/2024 23:00:00 - 00:00:00","45476.9166666667","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 00:00:00 - 01:00:00","45476.9583333333","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 01:00:00 - 02:00:00","45477.0000000000","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 02:00:00 - 03:00:00","45477.0416666667","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 03:00:00 - 04:00:00","45477.0833333333","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 04:00:00 - 05:00:00","45477.1250000000","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 05:00:00 - 06:00:00","45477.1666666667","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 06:00:00 - 07:00:00","45477.2083333333","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 07:00:00 - 08:00:00","45477.2500000000","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 08:00:00 - 09:00:00","45477.2916666667","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 09:00:00 - 10:00:00","45477.3333333333","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 10:00:00 - 11:00:00","45477.3750000000","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 11:00:00 - 12:00:00","45477.4166666667","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 12:00:00 - 13:00:00","45477.4583333333","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 13:00:00 - 14:00:00","45477.5000000000","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 14:00:00 - 15:00:00","45477.5416666667","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 15:00:00 - 16:00:00","45477.5833333333","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 16:00:00 - 17:00:00","45477.6250000000","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 17:00:00 - 18:00:00","45477.6666666667","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 18:00:00 - 19:00:00","45477.7083333333","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 19:00:00 - 20:00:00","45477.7500000000","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 20:00:00 - 21:00:00","45477.7916666667","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 21:00:00 - 22:00:00","45477.8333333333","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 22:00:00 - 23:00:00","45477.8750000000","","","","","","","","","","","","","0 %","0000000000"
"04/07/2024 23:00:00 - 00:00:00","45477.9166666667","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 00:00:00 - 01:00:00","45477.9583333333","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 01:00:00 - 02:00:00","45478.0000000000","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 02:00:00 - 03:00:00","45478.0416666667","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 03:00:00 - 04:00:00","45478.0833333333","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 04:00:00 - 05:00:00","45478.1250000000","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 05:00:00 - 06:00:00","45478.1666666667","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 06:00:00 - 07:00:00","45478.2083333333","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 07:00:00 - 08:00:00","45478.2500000000","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 08:00:00 - 09:00:00","45478.2916666667","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 09:00:00 - 10:00:00","45478.3333333333","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 10:00:00 - 11:00:00","45478.3750000000","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 11:00:00 - 12:00:00","45478.4166666667","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 12:00:00 - 13:00:00","45478.4583333333","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 13:00:00 - 14:00:00","45478.5000000000","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 14:00:00 - 15:00:00","45478.5416666667","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 15:00:00 - 16:00:00","45478.5833333333","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 16:00:00 - 17:00:00","45478.6250000000","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 17:00:00 - 18:00:00","45478.6666666667","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 18:00:00 - 19:00:00","45478.7083333333","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 19:00:00 - 20:00:00","45478.7500000000","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 20:00:00 - 21:00:00","45478.7916666667","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 21:00:00 - 22:00:00","45478.8333333333","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 22:00:00 - 23:00:00","45478.8750000000","","","","","","","","","","","","","0 %","0000000000"
"05/07/2024 23:00:00 - 00:00:00","45478.9166666667","","","","","","","","","","","","","0 %","0000000000"
