"Date et heure","Date et heure(RAW)","Somme","Somme(RAW)","Octets libres C:","Octets libres C:(RAW)","Espace disponible C:","Espace disponible C:(RAW)","Octets libres D:","Octets libres D:(RAW)","Espace disponible D:","Espace disponible D:(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"06/07/2024 00:00:00 - 01:00:00","45478.9583333333","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 01:00:00 - 02:00:00","45479.0000000000","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 02:00:00 - 03:00:00","45479.0416666667","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 03:00:00 - 04:00:00","45479.0833333333","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 04:00:00 - 05:00:00","45479.1250000000","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 05:00:00 - 06:00:00","45479.1666666667","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 06:00:00 - 07:00:00","45479.2083333333","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 07:00:00 - 08:00:00","45479.2500000000","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 08:00:00 - 09:00:00","45479.2916666667","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 09:00:00 - 10:00:00","45479.3333333333","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 10:00:00 - 11:00:00","45479.3750000000","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 11:00:00 - 12:00:00","45479.4166666667","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 12:00:00 - 13:00:00","45479.4583333333","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 13:00:00 - 14:00:00","45479.5000000000","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 14:00:00 - 15:00:00","45479.5416666667","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 15:00:00 - 16:00:00","45479.5833333333","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 16:00:00 - 17:00:00","45479.6250000000","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 17:00:00 - 18:00:00","45479.6666666667","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 18:00:00 - 19:00:00","45479.7083333333","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 19:00:00 - 20:00:00","45479.7500000000","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 20:00:00 - 21:00:00","45479.7916666667","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 21:00:00 - 22:00:00","45479.8333333333","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 22:00:00 - 23:00:00","45479.8750000000","","","","","","","","","","","","","0 %","0000000000"
"06/07/2024 23:00:00 - 00:00:00","45479.9166666667","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 00:00:00 - 01:00:00","45479.9583333333","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 01:00:00 - 02:00:00","45480.0000000000","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 02:00:00 - 03:00:00","45480.0416666667","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 03:00:00 - 04:00:00","45480.0833333333","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 04:00:00 - 05:00:00","45480.1250000000","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 05:00:00 - 06:00:00","45480.1666666667","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 06:00:00 - 07:00:00","45480.2083333333","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 07:00:00 - 08:00:00","45480.2500000000","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 08:00:00 - 09:00:00","45480.2916666667","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 09:00:00 - 10:00:00","45480.3333333333","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 10:00:00 - 11:00:00","45480.3750000000","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 11:00:00 - 12:00:00","45480.4166666667","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 12:00:00 - 13:00:00","45480.4583333333","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 13:00:00 - 14:00:00","45480.5000000000","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 14:00:00 - 15:00:00","45480.5416666667","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 15:00:00 - 16:00:00","45480.5833333333","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 16:00:00 - 17:00:00","45480.6250000000","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 17:00:00 - 18:00:00","45480.6666666667","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 18:00:00 - 19:00:00","45480.7083333333","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 19:00:00 - 20:00:00","45480.7500000000","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 20:00:00 - 21:00:00","45480.7916666667","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 21:00:00 - 22:00:00","45480.8333333333","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 22:00:00 - 23:00:00","45480.8750000000","","","","","","","","","","","","","0 %","0000000000"
"07/07/2024 23:00:00 - 00:00:00","45480.9166666667","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 00:00:00 - 01:00:00","45480.9583333333","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 01:00:00 - 02:00:00","45481.0000000000","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 02:00:00 - 03:00:00","45481.0416666667","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 03:00:00 - 04:00:00","45481.0833333333","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 04:00:00 - 05:00:00","45481.1250000000","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 05:00:00 - 06:00:00","45481.1666666667","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 06:00:00 - 07:00:00","45481.2083333333","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 07:00:00 - 08:00:00","45481.2500000000","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 08:00:00 - 09:00:00","45481.2916666667","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 09:00:00 - 10:00:00","45481.3333333333","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 10:00:00 - 11:00:00","45481.3750000000","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 11:00:00 - 12:00:00","45481.4166666667","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 12:00:00 - 13:00:00","45481.4583333333","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 13:00:00 - 14:00:00","45481.5000000000","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 14:00:00 - 15:00:00","45481.5416666667","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 15:00:00 - 16:00:00","45481.5833333333","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 16:00:00 - 17:00:00","45481.6250000000","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 17:00:00 - 18:00:00","45481.6666666667","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 18:00:00 - 19:00:00","45481.7083333333","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 19:00:00 - 20:00:00","45481.7500000000","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 20:00:00 - 21:00:00","45481.7916666667","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 21:00:00 - 22:00:00","45481.8333333333","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 22:00:00 - 23:00:00","45481.8750000000","","","","","","","","","","","","","0 %","0000000000"
"08/07/2024 23:00:00 - 00:00:00","45481.9166666667","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 00:00:00 - 01:00:00","45481.9583333333","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 01:00:00 - 02:00:00","45482.0000000000","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 02:00:00 - 03:00:00","45482.0416666667","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 03:00:00 - 04:00:00","45482.0833333333","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 04:00:00 - 05:00:00","45482.1250000000","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 05:00:00 - 06:00:00","45482.1666666667","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 06:00:00 - 07:00:00","45482.2083333333","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 07:00:00 - 08:00:00","45482.2500000000","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 08:00:00 - 09:00:00","45482.2916666667","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 09:00:00 - 10:00:00","45482.3333333333","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 10:00:00 - 11:00:00","45482.3750000000","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 11:00:00 - 12:00:00","45482.4166666667","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 12:00:00 - 13:00:00","45482.4583333333","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 13:00:00 - 14:00:00","45482.5000000000","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 14:00:00 - 15:00:00","45482.5416666667","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 15:00:00 - 16:00:00","45482.5833333333","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 16:00:00 - 17:00:00","45482.6250000000","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 17:00:00 - 18:00:00","45482.6666666667","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 18:00:00 - 19:00:00","45482.7083333333","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 19:00:00 - 20:00:00","45482.7500000000","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 20:00:00 - 21:00:00","45482.7916666667","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 21:00:00 - 22:00:00","45482.8333333333","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 22:00:00 - 23:00:00","45482.8750000000","","","","","","","","","","","","","0 %","0000000000"
"09/07/2024 23:00:00 - 00:00:00","45482.9166666667","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 00:00:00 - 01:00:00","45482.9583333333","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 01:00:00 - 02:00:00","45483.0000000000","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 02:00:00 - 03:00:00","45483.0416666667","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 03:00:00 - 04:00:00","45483.0833333333","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 04:00:00 - 05:00:00","45483.1250000000","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 05:00:00 - 06:00:00","45483.1666666667","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 06:00:00 - 07:00:00","45483.2083333333","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 07:00:00 - 08:00:00","45483.2500000000","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 08:00:00 - 09:00:00","45483.2916666667","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 09:00:00 - 10:00:00","45483.3333333333","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 10:00:00 - 11:00:00","45483.3750000000","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 11:00:00 - 12:00:00","45483.4166666667","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 12:00:00 - 13:00:00","45483.4583333333","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 13:00:00 - 14:00:00","45483.5000000000","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 14:00:00 - 15:00:00","45483.5416666667","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 15:00:00 - 16:00:00","45483.5833333333","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 16:00:00 - 17:00:00","45483.6250000000","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 17:00:00 - 18:00:00","45483.6666666667","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 18:00:00 - 19:00:00","45483.7083333333","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 19:00:00 - 20:00:00","45483.7500000000","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 20:00:00 - 21:00:00","45483.7916666667","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 21:00:00 - 22:00:00","45483.8333333333","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 22:00:00 - 23:00:00","45483.8750000000","","","","","","","","","","","","","0 %","0000000000"
"10/07/2024 23:00:00 - 00:00:00","45483.9166666667","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 00:00:00 - 01:00:00","45483.9583333333","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 01:00:00 - 02:00:00","45484.0000000000","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 02:00:00 - 03:00:00","45484.0416666667","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 03:00:00 - 04:00:00","45484.0833333333","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 04:00:00 - 05:00:00","45484.1250000000","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 05:00:00 - 06:00:00","45484.1666666667","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 06:00:00 - 07:00:00","45484.2083333333","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 07:00:00 - 08:00:00","45484.2500000000","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 08:00:00 - 09:00:00","45484.2916666667","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 09:00:00 - 10:00:00","45484.3333333333","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 10:00:00 - 11:00:00","45484.3750000000","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 11:00:00 - 12:00:00","45484.4166666667","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 12:00:00 - 13:00:00","45484.4583333333","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 13:00:00 - 14:00:00","45484.5000000000","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 14:00:00 - 15:00:00","45484.5416666667","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 15:00:00 - 16:00:00","45484.5833333333","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 16:00:00 - 17:00:00","45484.6250000000","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 17:00:00 - 18:00:00","45484.6666666667","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 18:00:00 - 19:00:00","45484.7083333333","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 19:00:00 - 20:00:00","45484.7500000000","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 20:00:00 - 21:00:00","45484.7916666667","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 21:00:00 - 22:00:00","45484.8333333333","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 22:00:00 - 23:00:00","45484.8750000000","","","","","","","","","","","","","0 %","0000000000"
"11/07/2024 23:00:00 - 00:00:00","45484.9166666667","","","","","","","","","","","","","0 %","0000000000"
"12/07/2024 00:00:00 - 01:00:00","45484.9583333333","","","","","","","","","","","","","0 %","0000000000"
"12/07/2024 01:00:00 - 02:00:00","45485.0000000000","","","","","","","","","","","","","0 %","0000000000"
"12/07/2024 02:00:00 - 03:00:00","45485.0416666667","","","","","","","","","","","","","0 %","0000000000"
"12/07/2024 03:00:00 - 04:00:00","45485.0833333333","","","","","","","","","","","","","0 %","0000000000"
"12/07/2024 04:00:00 - 05:00:00","45485.1250000000","","","","","","","","","","","","","0 %","0000000000"
"12/07/2024 05:00:00 - 06:00:00","45485.1666666667","","","","","","","","","","","","","0 %","0000000000"
"12/07/2024 06:00:00 - 07:00:00","45485.2083333333","","","","","","","","","","","","","0 %","0000000000"
