"Date et heure","Date et heure(RAW)","Nombre de requêtes de verrouillage/s","Nombre de requêtes de verrouillage/s(RAW)","Temps d'attente moyen","Temps d'attente moyen(RAW)","Nombre de blocages/s","Nombre de blocages/s(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"20/08/2024 06:00:00 - 07:00:00","45524.2083333333","1 742 #","1741.6796","20 ms","20.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 07:00:00 - 08:00:00","45524.2500000000","1 101 #","1100.5550","22 ms","22.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 08:00:00 - 09:00:00","45524.2916666667","1 127 #","1127.0591","16 ms","16.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 09:00:00 - 10:00:00","45524.3333333333","767 #","766.8624","4,50 ms","4.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 10:00:00 - 11:00:00","45524.3750000000","1 280 #","1279.7593","4,75 ms","4.7500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 11:00:00 - 12:00:00","45524.4166666667","1 961 #","1961.1577","6,42 ms","6.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 12:00:00 - 13:00:00","45524.4583333333","1 235 #","1234.7218","5,33 ms","5.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 13:00:00 - 14:00:00","45524.5000000000","1 561 #","1561.2651","5,73 ms","5.7273","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 14:00:00 - 15:00:00","45524.5416666667","901 #","901.1674","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 15:00:00 - 16:00:00","45524.5833333333","1 156 #","1155.6260","4,42 ms","4.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 16:00:00 - 17:00:00","45524.6250000000","3 618 #","3617.5824","20 878 ms","20877.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 17:00:00 - 18:00:00","45524.6666666667","404 #","404.3962","5,92 ms","5.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 18:00:00 - 19:00:00","45524.7083333333","73 #","73.3033","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 19:00:00 - 20:00:00","45524.7500000000","57 #","56.7856","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 20:00:00 - 21:00:00","45524.7916666667","66 #","65.5992","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 21:00:00 - 22:00:00","45524.8333333333","86 #","86.3023","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 22:00:00 - 23:00:00","45524.8750000000","122 #","121.6784","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 23:00:00 - 00:00:00","45524.9166666667","1 415 #","1415.3822","3,83 ms","3.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 00:00:00 - 01:00:00","45524.9583333333","3 964 #","3963.9547","98 895 ms","98895.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 01:00:00 - 02:00:00","45525.0000000000","6 423 #","6423.4264","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 02:00:00 - 03:00:00","45525.0416666667","1 092 #","1092.3663","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 03:00:00 - 04:00:00","45525.0833333333","57 #","56.9494","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 04:00:00 - 05:00:00","45525.1250000000","723 #","723.1712","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 05:00:00 - 06:00:00","45525.1666666667","1 003 #","1002.6992","449 ms","448.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 06:00:00 - 07:00:00","45525.2083333333","2 116 #","2116.4634","5,50 ms","5.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 07:00:00 - 08:00:00","45525.2500000000","367 #","366.8338","5 ms","5.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 08:00:00 - 09:00:00","45525.2916666667","478 #","478.2193","26 ms","26.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 09:00:00 - 10:00:00","45525.3333333333","942 #","942.1102","4,67 ms","4.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 10:00:00 - 11:00:00","45525.3750000000","996 #","995.5348","11 ms","11.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 11:00:00 - 12:00:00","45525.4166666667","1 197 #","1196.5356","8 ms","8.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 12:00:00 - 13:00:00","45525.4583333333","1 571 #","1570.7022","5,83 ms","5.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 13:00:00 - 14:00:00","45525.5000000000","1 919 #","1918.6900","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 14:00:00 - 15:00:00","45525.5416666667","989 #","989.0559","11 ms","11.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 15:00:00 - 16:00:00","45525.5833333333","1 326 #","1326.4191","12 ms","11.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 16:00:00 - 17:00:00","45525.6250000000","2 064 #","2064.2600","19 ms","18.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 17:00:00 - 18:00:00","45525.6666666667","925 #","925.1843","3 725 ms","3724.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 18:00:00 - 19:00:00","45525.7083333333","71 #","71.1104","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 19:00:00 - 20:00:00","45525.7500000000","53 #","53.4120","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 20:00:00 - 21:00:00","45525.7916666667","65 #","64.7092","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 21:00:00 - 22:00:00","45525.8333333333","88 #","88.2663","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 22:00:00 - 23:00:00","45525.8750000000","121 #","121.2277","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 23:00:00 - 00:00:00","45525.9166666667","1 397 #","1397.0387","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 00:00:00 - 01:00:00","45525.9583333333","3 698 #","3697.9462","72 640 ms","72640.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 01:00:00 - 02:00:00","45526.0000000000","5 474 #","5473.9726","2,67 ms","2.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 02:00:00 - 03:00:00","45526.0416666667","1 114 #","1113.7575","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 03:00:00 - 04:00:00","45526.0833333333","55 #","55.3945","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 04:00:00 - 05:00:00","45526.1250000000","305 #","304.8419","2 ms","2.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 05:00:00 - 06:00:00","45526.1666666667","1 323 #","1323.0126","311 ms","311.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 06:00:00 - 07:00:00","45526.2083333333","1 155 #","1154.7530","39 ms","39.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 07:00:00 - 08:00:00","45526.2500000000","1 162 #","1162.1469","14 ms","13.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 08:00:00 - 09:00:00","45526.2916666667","1 551 #","1550.9341","356 ms","355.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 09:00:00 - 10:00:00","45526.3333333333","921 #","921.4379","11 ms","10.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 10:00:00 - 11:00:00","45526.3750000000","3 311 #","3311.2541","2,67 ms","2.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 11:00:00 - 12:00:00","45526.4166666667","2 544 #","2544.4975","2,92 ms","2.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 12:00:00 - 13:00:00","45526.4583333333","4 136 #","4135.8924","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 13:00:00 - 14:00:00","45526.5000000000","1 616 #","1616.3354","16 ms","15.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 14:00:00 - 15:00:00","45526.5416666667","2 313 #","2313.0229","3,50 ms","3.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 15:00:00 - 16:00:00","45526.5833333333","1 990 #","1989.8680","16 ms","16.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 16:00:00 - 17:00:00","45526.6250000000","1 249 #","1249.2864","6,25 ms","6.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 17:00:00 - 18:00:00","45526.6666666667","441 #","440.8842","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 18:00:00 - 19:00:00","45526.7083333333","86 #","86.1718","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 19:00:00 - 20:00:00","45526.7500000000","193 #","192.5177","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 20:00:00 - 21:00:00","45526.7916666667","178 #","177.6332","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 21:00:00 - 22:00:00","45526.8333333333","122 #","122.4692","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 22:00:00 - 23:00:00","45526.8750000000","122 #","122.3343","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/08/2024 23:00:00 - 00:00:00","45526.9166666667","1 456 #","1456.2943","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 00:00:00 - 01:00:00","45526.9583333333","3 838 #","3837.7556","137 957 ms","137957.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 01:00:00 - 02:00:00","45527.0000000000","4 996 #","4995.5717","1,25 ms","1.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 02:00:00 - 03:00:00","45527.0416666667","1 152 #","1152.1085","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 03:00:00 - 04:00:00","45527.0833333333","56 #","56.3910","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 04:00:00 - 05:00:00","45527.1250000000","256 #","255.8770","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 05:00:00 - 06:00:00","45527.1666666667","736 #","736.1320","28 ms","27.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 06:00:00 - 07:00:00","45527.2083333333","1 527 #","1526.9312","27 ms","26.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 07:00:00 - 08:00:00","45527.2500000000","1 065 #","1065.0397","13 ms","12.7500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 08:00:00 - 09:00:00","45527.2916666667","825 #","824.6397","9,17 ms","9.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 09:00:00 - 10:00:00","45527.3333333333","439 #","439.3948","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 10:00:00 - 11:00:00","45527.3750000000","1 478 #","1478.1154","7,17 ms","7.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 11:00:00 - 12:00:00","45527.4166666667","1 155 #","1154.9469","8,50 ms","8.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 12:00:00 - 13:00:00","45527.4583333333","1 313 #","1313.1674","5,83 ms","5.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 13:00:00 - 14:00:00","45527.5000000000","1 298 #","1298.0307","2,08 ms","2.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 14:00:00 - 15:00:00","45527.5416666667","1 315 #","1314.6230","49 ms","48.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 15:00:00 - 16:00:00","45527.5833333333","1 212 #","1211.6230","7,92 ms","7.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 16:00:00 - 17:00:00","45527.6250000000","3 310 #","3310.3077","1 181 ms","1180.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 17:00:00 - 18:00:00","45527.6666666667","519 #","518.5526","4,67 ms","4.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 18:00:00 - 19:00:00","45527.7083333333","86 #","86.2505","2,67 ms","2.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 19:00:00 - 20:00:00","45527.7500000000","54 #","54.0203","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 20:00:00 - 21:00:00","45527.7916666667","69 #","69.2082","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 21:00:00 - 22:00:00","45527.8333333333","87 #","86.8479","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 22:00:00 - 23:00:00","45527.8750000000","121 #","121.0568","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 23:00:00 - 00:00:00","45527.9166666667","1 342 #","1342.1814","5,33 ms","5.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 00:00:00 - 01:00:00","45527.9583333333","3 131 #","3131.3827","39 119 ms","39118.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 01:00:00 - 02:00:00","45528.0000000000","3 858 #","3858.0710","1,25 ms","1.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 02:00:00 - 03:00:00","45528.0416666667","1 140 #","1139.6704","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 03:00:00 - 04:00:00","45528.0833333333","56 #","56.2007","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 04:00:00 - 05:00:00","45528.1250000000","686 #","686.3270","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 05:00:00 - 06:00:00","45528.1666666667","497 #","496.7784","8,50 ms","8.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 06:00:00 - 07:00:00","45528.2083333333","170 #","169.7898","2 ms","2.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 07:00:00 - 08:00:00","45528.2500000000","304 #","304.4492","5,17 ms","5.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 08:00:00 - 09:00:00","45528.2916666667","338 #","337.7992","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 09:00:00 - 10:00:00","45528.3333333333","328 #","327.9761","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 10:00:00 - 11:00:00","45528.3750000000","576 #","576.4600","7,42 ms","7.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 11:00:00 - 12:00:00","45528.4166666667","754 #","753.5860","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 12:00:00 - 13:00:00","45528.4583333333","1 455 #","1454.6697","13 ms","12.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 13:00:00 - 14:00:00","45528.5000000000","779 #","779.2536","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 14:00:00 - 15:00:00","45528.5416666667","253 #","253.0530","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 15:00:00 - 16:00:00","45528.5833333333","342 #","342.3053","2,67 ms","2.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 16:00:00 - 17:00:00","45528.6250000000","278 #","277.8959","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 17:00:00 - 18:00:00","45528.6666666667","158 #","158.3353","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 18:00:00 - 19:00:00","45528.7083333333","55 #","54.7993","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 19:00:00 - 20:00:00","45528.7500000000","56 #","55.7375","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 20:00:00 - 21:00:00","45528.7916666667","77 #","76.9066","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 21:00:00 - 22:00:00","45528.8333333333","170 #","170.2683","2,17 ms","2.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 22:00:00 - 23:00:00","45528.8750000000","140 #","140.4906","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 23:00:00 - 00:00:00","45528.9166666667","1 424 #","1424.1711","6,42 ms","6.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 00:00:00 - 01:00:00","45528.9583333333","3 032 #","3032.1681","100 221 ms","100221.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 01:00:00 - 02:00:00","45529.0000000000","1 947 #","1946.6054","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 02:00:00 - 03:00:00","45529.0416666667","1 312 #","1311.7220","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 03:00:00 - 04:00:00","45529.0833333333","58 #","58.0748","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 04:00:00 - 05:00:00","45529.1250000000","319 #","319.1993","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 05:00:00 - 06:00:00","45529.1666666667","54 #","54.4215","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 06:00:00 - 07:00:00","45529.2083333333","121 #","121.1443","3,83 ms","3.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 07:00:00 - 08:00:00","45529.2500000000","60 #","59.6270","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 08:00:00 - 09:00:00","45529.2916666667","58 #","57.5746","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 09:00:00 - 10:00:00","45529.3333333333","65 #","65.0794","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 10:00:00 - 11:00:00","45529.3750000000","185 #","184.5058","6,42 ms","6.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 11:00:00 - 12:00:00","45529.4166666667","55 #","54.6534","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 12:00:00 - 13:00:00","45529.4583333333","188 #","188.2539","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 13:00:00 - 14:00:00","45529.5000000000","55 #","55.3128","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 14:00:00 - 15:00:00","45529.5416666667","55 #","54.8837","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 15:00:00 - 16:00:00","45529.5833333333","64 #","64.2070","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 16:00:00 - 17:00:00","45529.6250000000","55 #","55.0488","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 17:00:00 - 18:00:00","45529.6666666667","52 #","51.5409","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 18:00:00 - 19:00:00","45529.7083333333","63 #","62.7015","2,67 ms","2.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 19:00:00 - 20:00:00","45529.7500000000","55 #","54.8080","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 20:00:00 - 21:00:00","45529.7916666667","55 #","54.9069","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 21:00:00 - 22:00:00","45529.8333333333","53 #","53.3971","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 22:00:00 - 23:00:00","45529.8750000000","76 #","76.0249","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 23:00:00 - 00:00:00","45529.9166666667","1 071 #","1070.5964","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 00:00:00 - 01:00:00","45529.9583333333","2 813 #","2813.0418","75 680 ms","75679.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 01:00:00 - 02:00:00","45530.0000000000","2 639 #","2639.0126","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 02:00:00 - 03:00:00","45530.0416666667","1 431 #","1431.3941","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 03:00:00 - 04:00:00","45530.0833333333","57 #","57.4000","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 04:00:00 - 05:00:00","45530.1250000000","637 #","637.0519","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
