"Date et heure","Date et heure(RAW)","Mémoire de connexion","Mémoire de connexion(RAW)","Mémoire de l'optimiseur","Mémoire de l'optimiseur(RAW)","Mémoire totale du serveur","Mémoire totale du serveur(RAW)","Mémoire du serveur cible","Mémoire du serveur cible(RAW)","Mémoire du cache SQL","Mémoire du cache SQL(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"25/09/2024 10:00:00 - 11:00:00","45560.3750000000","1 237 Ko","1237.3333","1 720 Ko","1720.0000","55 295 269 Ko","55295269.3333","55 296 000 Ko","55296000.0000","344 305 Ko","344304.6667","0 %","0.0000","100 %","0000010000"
"25/09/2024 11:00:00 - 12:00:00","45560.4166666667","1 234 Ko","1234.0000","1 720 Ko","1720.0000","55 295 732 Ko","55295732.0000","55 296 000 Ko","55296000.0000","344 853 Ko","344852.6667","0 %","0.0000","100 %","0000010000"
"25/09/2024 12:00:00 - 13:00:00","45560.4583333333","1 232 Ko","1232.0000","1 822 Ko","1822.0000","55 295 423 Ko","55295423.3333","55 296 000 Ko","55296000.0000","345 537 Ko","345536.6667","0 %","0.0000","100 %","0000010000"
"25/09/2024 13:00:00 - 14:00:00","45560.5000000000","1 248 Ko","1248.0000","1 728 Ko","1728.0000","55 293 937 Ko","55293936.6667","55 296 000 Ko","55296000.0000","345 650 Ko","345650.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 14:00:00 - 15:00:00","45560.5416666667","1 245 Ko","1244.6667","1 728 Ko","1728.0000","55 296 072 Ko","55296072.0000","55 296 000 Ko","55296000.0000","345 941 Ko","345940.6667","0 %","0.0000","100 %","0000010000"
"25/09/2024 15:00:00 - 16:00:00","45560.5833333333","1 245 Ko","1245.3333","1 728 Ko","1728.0000","55 295 634 Ko","55295634.0000","55 296 000 Ko","55296000.0000","346 371 Ko","346371.3333","0 %","0.0000","100 %","0000010000"
"25/09/2024 16:00:00 - 17:00:00","45560.6250000000","1 237 Ko","1236.6667","1 735 Ko","1734.6667","55 295 391 Ko","55295390.6667","55 296 000 Ko","55296000.0000","347 414 Ko","347414.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 17:00:00 - 18:00:00","45560.6666666667","1 232 Ko","1232.0000","2 169 Ko","2168.6667","55 293 623 Ko","55293622.6667","55 296 000 Ko","55296000.0000","348 651 Ko","348651.3333","0 %","0.0000","100 %","0000010000"
"25/09/2024 18:00:00 - 19:00:00","45560.7083333333","1 225 Ko","1224.6667","1 744 Ko","1744.0000","55 295 974 Ko","55295974.0000","55 296 000 Ko","55296000.0000","349 705 Ko","349705.3333","0 %","0.0000","100 %","0000010000"
"25/09/2024 19:00:00 - 20:00:00","45560.7500000000","1 225 Ko","1225.3333","1 744 Ko","1744.0000","55 295 991 Ko","55295990.6667","55 296 000 Ko","55296000.0000","350 152 Ko","350152.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 20:00:00 - 21:00:00","45560.7916666667","1 232 Ko","1232.0000","1 744 Ko","1744.0000","55 295 978 Ko","55295978.0000","55 296 000 Ko","55296000.0000","350 189 Ko","350189.3333","0 %","0.0000","100 %","0000010000"
"25/09/2024 21:00:00 - 22:00:00","45560.8333333333","1 227 Ko","1226.6667","1 744 Ko","1744.0000","55 289 675 Ko","55289674.6667","55 296 000 Ko","55296000.0000","350 208 Ko","350208.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 22:00:00 - 23:00:00","45560.8750000000","1 231 Ko","1231.3333","1 744 Ko","1744.0000","55 290 895 Ko","55290895.3333","55 296 000 Ko","55296000.0000","350 209 Ko","350208.6667","0 %","0.0000","100 %","0000010000"
"25/09/2024 23:00:00 - 00:00:00","45560.9166666667","1 307 Ko","1306.6667","1 744 Ko","1744.0000","55 296 023 Ko","55296022.6667","55 296 000 Ko","55296000.0000","350 066 Ko","350066.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 00:00:00 - 01:00:00","45560.9583333333","1 353 Ko","1352.6667","1 923 Ko","1922.6667","55 295 981 Ko","55295980.6667","55 296 000 Ko","55296000.0000","349 672 Ko","349672.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 01:00:00 - 02:00:00","45561.0000000000","1 327 Ko","1327.3333","1 740 Ko","1740.0000","55 295 892 Ko","55295892.0000","55 296 000 Ko","55296000.0000","349 672 Ko","349672.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 02:00:00 - 03:00:00","45561.0416666667","1 315 Ko","1314.6667","1 728 Ko","1728.0000","55 295 893 Ko","55295893.3333","55 296 000 Ko","55296000.0000","349 672 Ko","349672.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 03:00:00 - 04:00:00","45561.0833333333","1 227 Ko","1227.3333","1 728 Ko","1728.0000","55 295 301 Ko","55295300.6667","55 296 000 Ko","55296000.0000","349 672 Ko","349672.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 04:00:00 - 05:00:00","45561.1250000000","1 239 Ko","1239.3333","1 728 Ko","1728.0000","55 295 727 Ko","55295727.3333","55 296 000 Ko","55296000.0000","349 672 Ko","349672.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 05:00:00 - 06:00:00","45561.1666666667","1 297 Ko","1297.3333","1 725 Ko","1725.3333","55 297 488 Ko","55297488.0000","55 296 000 Ko","55296000.0000","350 908 Ko","350908.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 06:00:00 - 07:00:00","45561.2083333333","1 252 Ko","1252.0000","1 720 Ko","1720.0000","55 295 931 Ko","55295930.6667","55 296 000 Ko","55296000.0000","354 012 Ko","354012.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 07:00:00 - 08:00:00","45561.2500000000","1 279 Ko","1278.6667","1 720 Ko","1720.0000","55 295 831 Ko","55295831.3333","55 296 000 Ko","55296000.0000","357 377 Ko","357376.6667","0 %","0.0000","100 %","0000010000"
"26/09/2024 08:00:00 - 09:00:00","45561.2916666667","1 259 Ko","1258.6667","4 285 Ko","4285.3333","55 296 015 Ko","55296014.6667","55 296 000 Ko","55296000.0000","360 871 Ko","360870.6667","0 %","0.0000","100 %","0000010000"
"26/09/2024 09:00:00 - 10:00:00","45561.3333333333","1 252 Ko","1252.0000","1 712 Ko","1712.0000","55 296 083 Ko","55296083.3333","55 296 000 Ko","55296000.0000","363 444 Ko","363444.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 10:00:00 - 11:00:00","45561.3750000000","1 229 Ko","1229.3333","1 715 Ko","1715.3333","55 294 115 Ko","55294115.3333","55 296 000 Ko","55296000.0000","365 309 Ko","365308.6667","0 %","0.0000","100 %","0000010000"
"26/09/2024 11:00:00 - 12:00:00","45561.4166666667","1 233 Ko","1232.6667","1 720 Ko","1720.0000","55 295 505 Ko","55295505.3333","55 296 000 Ko","55296000.0000","366 429 Ko","366429.3333","0 %","0.0000","100 %","0000010000"
"26/09/2024 12:00:00 - 13:00:00","45561.4583333333","1 231 Ko","1230.6667","1 720 Ko","1720.0000","55 292 659 Ko","55292659.3333","55 296 000 Ko","55296000.0000","367 231 Ko","367231.3333","0 %","0.0000","100 %","0000010000"
"26/09/2024 13:00:00 - 14:00:00","45561.5000000000","1 244 Ko","1244.0000","1 720 Ko","1720.0000","55 296 623 Ko","55296623.3333","55 296 000 Ko","55296000.0000","367 247 Ko","367247.3333","0 %","0.0000","100 %","0000010000"
"26/09/2024 14:00:00 - 15:00:00","45561.5416666667","1 260 Ko","1260.0000","1 885 Ko","1884.6667","55 295 702 Ko","55295702.0000","55 296 000 Ko","55296000.0000","367 631 Ko","367631.3333","0 %","0.0000","100 %","0000010000"
"26/09/2024 15:00:00 - 16:00:00","45561.5833333333","1 251 Ko","1251.3333","1 728 Ko","1728.0000","55 295 429 Ko","55295429.3333","55 296 000 Ko","55296000.0000","368 915 Ko","368915.3333","0 %","0.0000","100 %","0000010000"
"26/09/2024 16:00:00 - 17:00:00","45561.6250000000","1 239 Ko","1239.3333","1 728 Ko","1728.0000","55 295 971 Ko","55295970.6667","55 296 000 Ko","55296000.0000","369 457 Ko","369456.6667","0 %","0.0000","100 %","0000010000"
"26/09/2024 17:00:00 - 18:00:00","45561.6666666667","1 243 Ko","1242.9091","1 728 Ko","1728.0000","55 295 984 Ko","55295984.0000","55 296 000 Ko","55296000.0000","370 553 Ko","370552.7273","0 %","0.0000","100 %","0000010000"
"26/09/2024 18:00:00 - 19:00:00","45561.7083333333","1 246 Ko","1246.0000","1 728 Ko","1728.0000","55 295 943 Ko","55295942.6667","55 296 000 Ko","55296000.0000","371 421 Ko","371421.3333","0 %","0.0000","100 %","0000010000"
"26/09/2024 19:00:00 - 20:00:00","45561.7500000000","1 236 Ko","1236.0000","1 728 Ko","1728.0000","55 290 426 Ko","55290426.0000","55 296 000 Ko","55296000.0000","371 608 Ko","371608.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 20:00:00 - 21:00:00","45561.7916666667","1 239 Ko","1239.3333","1 728 Ko","1728.0000","55 292 373 Ko","55292372.6667","55 296 000 Ko","55296000.0000","371 645 Ko","371645.3333","0 %","0.0000","100 %","0000010000"
"26/09/2024 21:00:00 - 22:00:00","45561.8333333333","1 238 Ko","1238.0000","1 728 Ko","1728.0000","55 291 006 Ko","55291006.0000","55 296 000 Ko","55296000.0000","371 664 Ko","371664.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 22:00:00 - 23:00:00","45561.8750000000","1 231 Ko","1230.6667","1 728 Ko","1728.0000","55 290 454 Ko","55290454.0000","55 296 000 Ko","55296000.0000","371 665 Ko","371664.6667","0 %","0.0000","100 %","0000010000"
"26/09/2024 23:00:00 - 00:00:00","45561.9166666667","1 302 Ko","1302.0000","1 849 Ko","1848.6667","55 296 121 Ko","55296120.6667","55 296 000 Ko","55296000.0000","367 091 Ko","367091.3333","0 %","0.0000","100 %","0000010000"
"27/09/2024 00:00:00 - 01:00:00","45561.9583333333","1 369 Ko","1368.6667","1 728 Ko","1728.0000","55 295 957 Ko","55295957.3333","55 296 000 Ko","55296000.0000","353 160 Ko","353160.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 01:00:00 - 02:00:00","45562.0000000000","1 373 Ko","1372.6667","1 727 Ko","1727.3333","55 295 985 Ko","55295985.3333","55 296 000 Ko","55296000.0000","353 160 Ko","353160.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 02:00:00 - 03:00:00","45562.0416666667","1 349 Ko","1348.6667","1 717 Ko","1716.6667","55 295 997 Ko","55295996.6667","55 296 000 Ko","55296000.0000","353 160 Ko","353160.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 03:00:00 - 04:00:00","45562.0833333333","1 232 Ko","1232.0000","1 712 Ko","1712.0000","55 295 761 Ko","55295760.6667","55 296 000 Ko","55296000.0000","353 160 Ko","353160.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 04:00:00 - 05:00:00","45562.1250000000","1 238 Ko","1238.0000","1 712 Ko","1712.0000","55 295 917 Ko","55295917.3333","55 296 000 Ko","55296000.0000","353 160 Ko","353160.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 05:00:00 - 06:00:00","45562.1666666667","1 310 Ko","1310.0000","2 191 Ko","2191.3333","55 296 019 Ko","55296019.3333","55 296 000 Ko","55296000.0000","353 489 Ko","353489.3333","0 %","0.0000","100 %","0000010000"
"27/09/2024 06:00:00 - 07:00:00","45562.2083333333","1 259 Ko","1259.3333","3 788 Ko","3788.0000","55 296 334 Ko","55296334.0000","55 296 000 Ko","55296000.0000","356 454 Ko","356454.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 07:00:00 - 08:00:00","45562.2500000000","1 254 Ko","1254.0000","1 712 Ko","1712.0000","55 295 990 Ko","55295990.0000","55 296 000 Ko","55296000.0000","360 341 Ko","360340.6667","0 %","0.0000","100 %","0000010000"
"27/09/2024 08:00:00 - 09:00:00","45562.2916666667","1 248 Ko","1248.0000","2 380 Ko","2380.0000","55 295 965 Ko","55295965.3333","55 296 000 Ko","55296000.0000","362 605 Ko","362604.6667","0 %","0.0000","100 %","0000010000"
"27/09/2024 09:00:00 - 10:00:00","45562.3333333333","1 246 Ko","1246.0000","1 713 Ko","1713.3333","55 295 313 Ko","55295312.6667","55 296 000 Ko","55296000.0000","365 314 Ko","365314.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 10:00:00 - 11:00:00","45562.3750000000","1 219 Ko","1219.3333","1 720 Ko","1720.0000","55 293 796 Ko","55293796.0000","55 296 000 Ko","55296000.0000","366 237 Ko","366237.3333","0 %","0.0000","100 %","0000010000"
"27/09/2024 11:00:00 - 12:00:00","45562.4166666667","1 205 Ko","1204.6667","1 720 Ko","1720.0000","55 294 541 Ko","55294540.6667","55 296 000 Ko","55296000.0000","367 141 Ko","367141.3333","0 %","0.0000","100 %","0000010000"
"27/09/2024 12:00:00 - 13:00:00","45562.4583333333","1 197 Ko","1196.6667","1 720 Ko","1720.0000","55 293 845 Ko","55293845.3333","55 296 000 Ko","55296000.0000","367 300 Ko","367300.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 13:00:00 - 14:00:00","45562.5000000000","1 201 Ko","1201.3333","1 720 Ko","1720.0000","55 295 849 Ko","55295848.6667","55 296 000 Ko","55296000.0000","367 340 Ko","367340.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 14:00:00 - 15:00:00","45562.5416666667","1 260 Ko","1260.0000","1 720 Ko","1720.0000","55 295 295 Ko","55295295.3333","55 296 000 Ko","55296000.0000","368 092 Ko","368092.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 15:00:00 - 16:00:00","45562.5833333333","1 250 Ko","1250.0000","1 720 Ko","1720.0000","55 296 355 Ko","55296355.3333","55 296 000 Ko","55296000.0000","369 253 Ko","369253.3333","0 %","0.0000","100 %","0000010000"
"27/09/2024 16:00:00 - 17:00:00","45562.6250000000","1 234 Ko","1234.0000","1 720 Ko","1720.0000","55 294 657 Ko","55294656.6667","55 296 000 Ko","55296000.0000","369 419 Ko","369419.3333","0 %","0.0000","100 %","0000010000"
"27/09/2024 17:00:00 - 18:00:00","45562.6666666667","1 302 Ko","1302.0000","1 720 Ko","1720.0000","55 295 459 Ko","55295459.3333","55 296 000 Ko","55296000.0000","369 515 Ko","369514.6667","0 %","0.0000","100 %","0000010000"
"27/09/2024 18:00:00 - 19:00:00","45562.7083333333","1 241 Ko","1241.3333","1 727 Ko","1727.3333","55 295 408 Ko","55295408.0000","55 296 000 Ko","55296000.0000","369 653 Ko","369653.3333","0 %","0.0000","100 %","0000010000"
"27/09/2024 19:00:00 - 20:00:00","45562.7500000000","1 247 Ko","1246.6667","1 728 Ko","1728.0000","55 295 992 Ko","55295992.0000","55 296 000 Ko","55296000.0000","369 664 Ko","369664.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 20:00:00 - 21:00:00","45562.7916666667","1 244 Ko","1244.0000","1 728 Ko","1728.0000","55 290 557 Ko","55290557.3333","55 296 000 Ko","55296000.0000","369 701 Ko","369701.3333","0 %","0.0000","100 %","0000010000"
"27/09/2024 21:00:00 - 22:00:00","45562.8333333333","1 247 Ko","1246.6667","1 728 Ko","1728.0000","55 295 884 Ko","55295884.0000","55 296 000 Ko","55296000.0000","369 720 Ko","369720.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 22:00:00 - 23:00:00","45562.8750000000","1 247 Ko","1247.3333","1 728 Ko","1728.0000","55 289 879 Ko","55289879.3333","55 296 000 Ko","55296000.0000","369 721 Ko","369720.6667","0 %","0.0000","100 %","0000010000"
"27/09/2024 23:00:00 - 00:00:00","45562.9166666667","1 305 Ko","1304.6667","1 725 Ko","1724.6667","55 295 034 Ko","55295034.0000","55 296 000 Ko","55296000.0000","368 913 Ko","368912.6667","0 %","0.0000","100 %","0000010000"
"28/09/2024 00:00:00 - 01:00:00","45562.9583333333","1 412 Ko","1412.0000","1 720 Ko","1720.0000","55 296 072 Ko","55296072.0000","55 296 000 Ko","55296000.0000","366 264 Ko","366264.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 01:00:00 - 02:00:00","45563.0000000000","1 401 Ko","1401.3333","1 720 Ko","1720.0000","55 295 898 Ko","55295898.0000","55 296 000 Ko","55296000.0000","339 877 Ko","339877.3333","0 %","0.0000","100 %","0000010000"
"28/09/2024 02:00:00 - 03:00:00","45563.0416666667","1 380 Ko","1380.0000","1 712 Ko","1712.0000","55 296 001 Ko","55296001.3333","55 296 000 Ko","55296000.0000","334 600 Ko","334600.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 03:00:00 - 04:00:00","45563.0833333333","1 297 Ko","1296.6667","1 712 Ko","1712.0000","55 295 988 Ko","55295988.0000","55 296 000 Ko","55296000.0000","334 600 Ko","334600.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 04:00:00 - 05:00:00","45563.1250000000","1 285 Ko","1284.6667","1 712 Ko","1712.0000","55 295 999 Ko","55295998.6667","55 296 000 Ko","55296000.0000","334 600 Ko","334600.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 05:00:00 - 06:00:00","45563.1666666667","1 270 Ko","1270.0000","1 712 Ko","1712.0000","55 295 969 Ko","55295969.3333","55 296 000 Ko","55296000.0000","334 689 Ko","334689.3333","0 %","0.0000","100 %","0000010000"
"28/09/2024 06:00:00 - 07:00:00","45563.2083333333","1 265 Ko","1264.6667","1 712 Ko","1712.0000","55 296 025 Ko","55296024.6667","55 296 000 Ko","55296000.0000","335 859 Ko","335859.3333","0 %","0.0000","100 %","0000010000"
"28/09/2024 07:00:00 - 08:00:00","45563.2500000000","1 247 Ko","1246.6667","1 712 Ko","1712.0000","55 295 993 Ko","55295992.6667","55 296 000 Ko","55296000.0000","338 155 Ko","338155.3333","0 %","0.0000","100 %","0000010000"
"28/09/2024 08:00:00 - 09:00:00","45563.2916666667","1 229 Ko","1228.6667","1 712 Ko","1712.0000","55 296 261 Ko","55296260.6667","55 296 000 Ko","55296000.0000","338 512 Ko","338512.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 09:00:00 - 10:00:00","45563.3333333333","1 233 Ko","1232.6667","1 712 Ko","1712.0000","55 295 312 Ko","55295312.0000","55 296 000 Ko","55296000.0000","338 573 Ko","338572.6667","0 %","0.0000","100 %","0000010000"
"28/09/2024 10:00:00 - 11:00:00","45563.3750000000","1 237 Ko","1236.6667","1 712 Ko","1712.0000","55 295 985 Ko","55295984.6667","55 296 000 Ko","55296000.0000","338 616 Ko","338616.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 11:00:00 - 12:00:00","45563.4166666667","1 237 Ko","1236.6667","1 712 Ko","1712.0000","55 293 999 Ko","55293998.6667","55 296 000 Ko","55296000.0000","338 616 Ko","338616.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 12:00:00 - 13:00:00","45563.4583333333","1 243 Ko","1243.3333","1 712 Ko","1712.0000","55 291 771 Ko","55291770.6667","55 296 000 Ko","55296000.0000","338 617 Ko","338616.6667","0 %","0.0000","100 %","0000010000"
"28/09/2024 13:00:00 - 14:00:00","45563.5000000000","1 243 Ko","1242.6667","1 705 Ko","1704.6667","55 295 972 Ko","55295972.0000","55 296 000 Ko","55296000.0000","338 624 Ko","338624.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 14:00:00 - 15:00:00","45563.5416666667","1 237 Ko","1236.6667","1 704 Ko","1704.0000","55 293 969 Ko","55293968.6667","55 296 000 Ko","55296000.0000","338 631 Ko","338631.3333","0 %","0.0000","100 %","0000010000"
"28/09/2024 15:00:00 - 16:00:00","45563.5833333333","1 236 Ko","1236.0000","1 704 Ko","1704.0000","55 295 961 Ko","55295960.6667","55 296 000 Ko","55296000.0000","338 640 Ko","338640.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 16:00:00 - 17:00:00","45563.6250000000","1 241 Ko","1241.3333","1 704 Ko","1704.0000","55 295 212 Ko","55295212.0000","55 296 000 Ko","55296000.0000","338 657 Ko","338656.6667","0 %","0.0000","100 %","0000010000"
"28/09/2024 17:00:00 - 18:00:00","45563.6666666667","1 233 Ko","1232.6667","1 704 Ko","1704.0000","55 295 262 Ko","55295262.0000","55 296 000 Ko","55296000.0000","338 656 Ko","338656.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 18:00:00 - 19:00:00","45563.7083333333","1 226 Ko","1226.0000","1 704 Ko","1704.0000","55 295 818 Ko","55295818.0000","55 296 000 Ko","55296000.0000","338 656 Ko","338656.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 19:00:00 - 20:00:00","45563.7500000000","1 223 Ko","1222.6667","1 704 Ko","1704.0000","55 295 984 Ko","55295984.0000","55 296 000 Ko","55296000.0000","338 656 Ko","338656.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 20:00:00 - 21:00:00","45563.7916666667","1 226 Ko","1226.0000","1 704 Ko","1704.0000","55 291 141 Ko","55291141.3333","55 296 000 Ko","55296000.0000","338 693 Ko","338693.3333","0 %","0.0000","100 %","0000010000"
"28/09/2024 21:00:00 - 22:00:00","45563.8333333333","1 225 Ko","1224.6667","1 704 Ko","1704.0000","55 295 808 Ko","55295808.0000","55 296 000 Ko","55296000.0000","338 712 Ko","338712.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 22:00:00 - 23:00:00","45563.8750000000","1 225 Ko","1224.6667","1 704 Ko","1704.0000","55 295 663 Ko","55295663.3333","55 296 000 Ko","55296000.0000","338 713 Ko","338712.6667","0 %","0.0000","100 %","0000010000"
"28/09/2024 23:00:00 - 00:00:00","45563.9166666667","1 293 Ko","1293.3333","1 704 Ko","1704.0000","55 295 574 Ko","55295574.0000","55 296 000 Ko","55296000.0000","334 081 Ko","334081.3333","0 %","0.0000","100 %","0000010000"
"29/09/2024 00:00:00 - 01:00:00","45563.9583333333","1 348 Ko","1348.0000","1 704 Ko","1704.0000","55 292 468 Ko","55292468.0000","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 01:00:00 - 02:00:00","45564.0000000000","1 373 Ko","1372.6667","1 704 Ko","1704.0000","55 295 564 Ko","55295564.0000","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 02:00:00 - 03:00:00","45564.0416666667","1 369 Ko","1368.6667","1 704 Ko","1704.0000","55 295 649 Ko","55295649.3333","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 03:00:00 - 04:00:00","45564.0833333333","1 263 Ko","1262.6667","1 704 Ko","1704.0000","55 294 389 Ko","55294388.6667","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 04:00:00 - 05:00:00","45564.1250000000","1 229 Ko","1229.3333","1 704 Ko","1704.0000","55 291 877 Ko","55291877.3333","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 05:00:00 - 06:00:00","45564.1666666667","1 223 Ko","1223.3333","1 704 Ko","1704.0000","55 291 262 Ko","55291262.0000","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 06:00:00 - 07:00:00","45564.2083333333","1 207 Ko","1207.3333","1 704 Ko","1704.0000","55 292 744 Ko","55292744.0000","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 07:00:00 - 08:00:00","45564.2500000000","1 217 Ko","1216.6667","1 704 Ko","1704.0000","55 291 618 Ko","55291618.0000","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 08:00:00 - 09:00:00","45564.2916666667","1 227 Ko","1226.6667","1 704 Ko","1704.0000","55 289 481 Ko","55289481.3333","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 09:00:00 - 10:00:00","45564.3333333333","1 233 Ko","1232.6667","1 704 Ko","1704.0000","55 290 463 Ko","55290463.3333","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 10:00:00 - 11:00:00","45564.3750000000","1 237 Ko","1236.6667","1 704 Ko","1704.0000","55 293 093 Ko","55293093.3333","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 11:00:00 - 12:00:00","45564.4166666667","1 233 Ko","1233.3333","1 704 Ko","1704.0000","55 295 503 Ko","55295502.6667","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 12:00:00 - 13:00:00","45564.4583333333","1 303 Ko","1302.6667","1 704 Ko","1704.0000","55 289 339 Ko","55289338.6667","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 13:00:00 - 14:00:00","45564.5000000000","1 287 Ko","1286.6667","1 704 Ko","1704.0000","55 293 365 Ko","55293365.3333","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 14:00:00 - 15:00:00","45564.5416666667","1 275 Ko","1274.6667","1 704 Ko","1704.0000","55 295 712 Ko","55295712.0000","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 15:00:00 - 16:00:00","45564.5833333333","1 304 Ko","1304.0000","1 704 Ko","1704.0000","55 295 957 Ko","55295956.6667","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 16:00:00 - 17:00:00","45564.6250000000","1 277 Ko","1277.3333","1 704 Ko","1704.0000","55 295 990 Ko","55295990.0000","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 17:00:00 - 18:00:00","45564.6666666667","1 278 Ko","1278.0000","1 704 Ko","1704.0000","55 298 037 Ko","55298037.3333","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 18:00:00 - 19:00:00","45564.7083333333","1 265 Ko","1265.3333","1 704 Ko","1704.0000","55 295 990 Ko","55295990.0000","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 19:00:00 - 20:00:00","45564.7500000000","1 276 Ko","1276.0000","1 704 Ko","1704.0000","55 295 992 Ko","55295992.0000","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 20:00:00 - 21:00:00","45564.7916666667","1 279 Ko","1278.6667","1 704 Ko","1704.0000","55 295 992 Ko","55295992.0000","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 21:00:00 - 22:00:00","45564.8333333333","1 279 Ko","1278.6667","1 704 Ko","1704.0000","55 295 992 Ko","55295992.0000","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 22:00:00 - 23:00:00","45564.8750000000","1 281 Ko","1280.6667","1 704 Ko","1704.0000","55 295 991 Ko","55295990.6667","55 296 000 Ko","55296000.0000","315 088 Ko","315088.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 23:00:00 - 00:00:00","45564.9166666667","1 300 Ko","1300.0000","1 856 Ko","1856.0000","55 294 258 Ko","55294258.0000","55 296 000 Ko","55296000.0000","309 305 Ko","309305.3333","0 %","0.0000","100 %","0000010000"
