"Date et heure","Date et heure(RAW)","Mémoire de connexion","Mémoire de connexion(RAW)","Mémoire de l'optimiseur","Mémoire de l'optimiseur(RAW)","Mémoire totale du serveur","Mémoire totale du serveur(RAW)","Mémoire du serveur cible","Mémoire du serveur cible(RAW)","Mémoire du cache SQL","Mémoire du cache SQL(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"30/09/2024 00:00:00 - 01:00:00","45564.9583333333","1 387 Ko","1386.6667","1 704 Ko","1704.0000","55 295 909 Ko","55295908.6667","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 01:00:00 - 02:00:00","45565.0000000000","1 401 Ko","1401.3333","1 795 Ko","1795.3333","55 294 951 Ko","55294951.3333","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 02:00:00 - 03:00:00","45565.0416666667","1 330 Ko","1330.0000","1 704 Ko","1704.0000","55 295 947 Ko","55295947.3333","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 03:00:00 - 04:00:00","45565.0833333333","1 248 Ko","1248.0000","1 704 Ko","1704.0000","55 290 025 Ko","55290025.3333","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 04:00:00 - 05:00:00","45565.1250000000","1 249 Ko","1249.3333","1 704 Ko","1704.0000","55 291 779 Ko","55291778.6667","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 05:00:00 - 06:00:00","45565.1666666667","1 305 Ko","1305.3333","3 463 Ko","3463.3333","55 295 867 Ko","55295867.3333","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 06:00:00 - 07:00:00","45565.2083333333","1 269 Ko","1269.3333","1 704 Ko","1704.0000","55 295 736 Ko","55295736.0000","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 07:00:00 - 08:00:00","45565.2500000000","1 264 Ko","1264.0000","1 704 Ko","1704.0000","55 295 827 Ko","55295827.3333","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 08:00:00 - 09:00:00","45565.2916666667","1 243 Ko","1242.6667","1 704 Ko","1704.0000","55 295 782 Ko","55295782.0000","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 09:00:00 - 10:00:00","45565.3333333333","1 268 Ko","1268.0000","1 704 Ko","1704.0000","55 293 107 Ko","55293106.6667","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 10:00:00 - 11:00:00","45565.3750000000","1 279 Ko","1278.6667","1 715 Ko","1714.6667","55 293 238 Ko","55293238.0000","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 11:00:00 - 12:00:00","45565.4166666667","1 269 Ko","1268.6667","1 731 Ko","1731.3333","55 294 087 Ko","55294086.6667","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 12:00:00 - 13:00:00","45565.4583333333","1 273 Ko","1272.6667","1 736 Ko","1736.0000","55 296 057 Ko","55296056.6667","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 13:00:00 - 14:00:00","45565.5000000000","1 267 Ko","1266.6667","1 740 Ko","1740.0000","55 296 031 Ko","55296031.3333","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 14:00:00 - 15:00:00","45565.5416666667","1 268 Ko","1268.0000","1 752 Ko","1752.0000","55 295 896 Ko","55295896.0000","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 15:00:00 - 16:00:00","45565.5833333333","1 262 Ko","1262.0000","1 752 Ko","1752.0000","55 293 147 Ko","55293147.3333","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 16:00:00 - 17:00:00","45565.6250000000","1 257 Ko","1257.3333","1 752 Ko","1752.0000","55 295 987 Ko","55295986.6667","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 17:00:00 - 18:00:00","45565.6666666667","1 261 Ko","1260.6667","1 752 Ko","1752.0000","55 295 889 Ko","55295888.6667","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 18:00:00 - 19:00:00","45565.7083333333","1 269 Ko","1268.6667","1 752 Ko","1752.0000","55 295 352 Ko","55295352.0000","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 19:00:00 - 20:00:00","45565.7500000000","1 253 Ko","1252.6667","1 752 Ko","1752.0000","55 291 595 Ko","55291595.3333","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 20:00:00 - 21:00:00","45565.7916666667","1 253 Ko","1252.6667","1 752 Ko","1752.0000","55 289 626 Ko","55289626.0000","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 21:00:00 - 22:00:00","45565.8333333333","1 249 Ko","1249.3333","1 752 Ko","1752.0000","55 295 766 Ko","55295766.0000","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 22:00:00 - 23:00:00","45565.8750000000","1 223 Ko","1222.6667","1 752 Ko","1752.0000","55 294 585 Ko","55294584.6667","55 296 000 Ko","55296000.0000","280 960 Ko","280960.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 23:00:00 - 00:00:00","45565.9166666667","1 257 Ko","1257.3333","1 752 Ko","1752.0000","55 295 675 Ko","55295674.6667","55 296 000 Ko","55296000.0000","269 404 Ko","269404.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 00:00:00 - 01:00:00","45565.9583333333","1 364 Ko","1364.0000","1 752 Ko","1752.0000","55 294 335 Ko","55294335.3333","55 296 000 Ko","55296000.0000","214 832 Ko","214832.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 01:00:00 - 02:00:00","45566.0000000000","1 398 Ko","1398.0000","1 752 Ko","1752.0000","55 295 907 Ko","55295906.6667","55 296 000 Ko","55296000.0000","214 832 Ko","214832.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 02:00:00 - 03:00:00","45566.0416666667","1 393 Ko","1392.6667","1 799 Ko","1799.3333","55 295 875 Ko","55295874.6667","55 296 000 Ko","55296000.0000","214 832 Ko","214832.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 03:00:00 - 04:00:00","45566.0833333333","1 283 Ko","1282.6667","1 752 Ko","1752.0000","55 290 158 Ko","55290158.0000","55 296 000 Ko","55296000.0000","214 832 Ko","214832.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 04:00:00 - 05:00:00","45566.1250000000","1 265 Ko","1265.3333","1 752 Ko","1752.0000","55 291 903 Ko","55291902.6667","55 296 000 Ko","55296000.0000","214 832 Ko","214832.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 05:00:00 - 06:00:00","45566.1666666667","1 329 Ko","1328.6667","1 752 Ko","1752.0000","55 295 997 Ko","55295997.3333","55 296 000 Ko","55296000.0000","214 833 Ko","214833.3333","0 %","0.0000","100 %","0000010000"
"01/10/2024 06:00:00 - 07:00:00","45566.2083333333","1 263 Ko","1262.6667","3 255 Ko","3254.6667","55 295 975 Ko","55295975.3333","55 296 000 Ko","55296000.0000","215 139 Ko","215138.6667","0 %","0.0000","100 %","0000010000"
"01/10/2024 07:00:00 - 08:00:00","45566.2500000000","1 265 Ko","1264.6667","1 744 Ko","1744.0000","55 296 081 Ko","55296080.6667","55 296 000 Ko","55296000.0000","216 019 Ko","216018.6667","0 %","0.0000","100 %","0000010000"
"01/10/2024 08:00:00 - 09:00:00","45566.2916666667","1 271 Ko","1270.6667","1 744 Ko","1744.0000","55 296 077 Ko","55296076.6667","55 296 000 Ko","55296000.0000","217 449 Ko","217448.6667","0 %","0.0000","100 %","0000010000"
"01/10/2024 09:00:00 - 10:00:00","45566.3333333333","1 276 Ko","1276.0000","1 963 Ko","1963.3333","55 295 928 Ko","55295928.0000","55 296 000 Ko","55296000.0000","220 296 Ko","220296.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 10:00:00 - 11:00:00","45566.3750000000","1 263 Ko","1262.6667","39 089 Ko","39088.6667","55 296 768 Ko","55296768.0000","55 296 000 Ko","55296000.0000","224 435 Ko","224434.6667","0 %","0.0000","100 %","0000010000"
"01/10/2024 11:00:00 - 12:00:00","45566.4166666667","1 251 Ko","1251.3333","1 744 Ko","1744.0000","55 295 066 Ko","55295066.0000","55 296 000 Ko","55296000.0000","227 237 Ko","227236.6667","0 %","0.0000","100 %","0000010000"
"01/10/2024 12:00:00 - 13:00:00","45566.4583333333","1 251 Ko","1250.6667","1 744 Ko","1744.0000","55 295 863 Ko","55295863.3333","55 296 000 Ko","55296000.0000","228 980 Ko","228980.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 13:00:00 - 14:00:00","45566.5000000000","1 258 Ko","1258.0000","1 744 Ko","1744.0000","55 294 527 Ko","55294526.6667","55 296 000 Ko","55296000.0000","229 771 Ko","229770.6667","0 %","0.0000","100 %","0000010000"
"01/10/2024 14:00:00 - 15:00:00","45566.5416666667","1 265 Ko","1264.6667","2 325 Ko","2325.3333","55 295 782 Ko","55295782.0000","55 296 000 Ko","55296000.0000","230 451 Ko","230451.3333","0 %","0.0000","100 %","0000010000"
"01/10/2024 15:00:00 - 16:00:00","45566.5833333333","1 247 Ko","1247.3333","1 744 Ko","1744.0000","55 292 958 Ko","55292958.0000","55 296 000 Ko","55296000.0000","231 283 Ko","231283.3333","0 %","0.0000","100 %","0000010000"
"01/10/2024 16:00:00 - 17:00:00","45566.6250000000","1 278 Ko","1278.0000","1 744 Ko","1744.0000","55 295 914 Ko","55295914.0000","55 296 000 Ko","55296000.0000","233 413 Ko","233412.6667","0 %","0.0000","100 %","0000010000"
"01/10/2024 17:00:00 - 18:00:00","45566.6666666667","1 267 Ko","1267.3333","1 744 Ko","1744.0000","55 294 651 Ko","55294650.6667","55 296 000 Ko","55296000.0000","236 742 Ko","236742.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 18:00:00 - 19:00:00","45566.7083333333","1 251 Ko","1251.3333","1 744 Ko","1744.0000","55 295 695 Ko","55295695.3333","55 296 000 Ko","55296000.0000","237 819 Ko","237819.3333","0 %","0.0000","100 %","0000010000"
"01/10/2024 19:00:00 - 20:00:00","45566.7500000000","1 243 Ko","1242.6667","1 744 Ko","1744.0000","55 295 961 Ko","55295961.3333","55 296 000 Ko","55296000.0000","237 868 Ko","237868.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 20:00:00 - 21:00:00","45566.7916666667","1 248 Ko","1248.0000","1 744 Ko","1744.0000","55 297 365 Ko","55297364.6667","55 296 000 Ko","55296000.0000","237 909 Ko","237909.3333","0 %","0.0000","100 %","0000010000"
"01/10/2024 21:00:00 - 22:00:00","45566.8333333333","1 225 Ko","1224.6667","1 744 Ko","1744.0000","55 298 028 Ko","55298028.0000","55 296 000 Ko","55296000.0000","237 928 Ko","237928.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 22:00:00 - 23:00:00","45566.8750000000","1 226 Ko","1226.0000","1 744 Ko","1744.0000","55 289 901 Ko","55289900.6667","55 296 000 Ko","55296000.0000","237 929 Ko","237928.6667","0 %","0.0000","100 %","0000010000"
"01/10/2024 23:00:00 - 00:00:00","45566.9166666667","1 319 Ko","1318.6667","1 744 Ko","1744.0000","55 296 329 Ko","55296328.6667","55 296 000 Ko","55296000.0000","238 009 Ko","238008.6667","0 %","0.0000","100 %","0000010000"
"02/10/2024 00:00:00 - 01:00:00","45566.9583333333","1 438 Ko","1438.0000","1 744 Ko","1744.0000","55 295 997 Ko","55295996.6667","55 296 000 Ko","55296000.0000","216 459 Ko","216459.3333","0 %","0.0000","100 %","0000010000"
"02/10/2024 01:00:00 - 02:00:00","45567.0000000000","1 415 Ko","1415.3333","1 739 Ko","1739.3333","55 295 992 Ko","55295992.0000","55 296 000 Ko","55296000.0000","216 176 Ko","216176.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 02:00:00 - 03:00:00","45567.0416666667","1 345 Ko","1344.6667","1 736 Ko","1736.0000","55 295 992 Ko","55295992.0000","55 296 000 Ko","55296000.0000","216 176 Ko","216176.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 03:00:00 - 04:00:00","45567.0833333333","1 265 Ko","1265.3333","1 736 Ko","1736.0000","55 292 485 Ko","55292485.3333","55 296 000 Ko","55296000.0000","216 176 Ko","216176.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 04:00:00 - 05:00:00","45567.1250000000","1 299 Ko","1298.6667","1 736 Ko","1736.0000","55 295 339 Ko","55295339.3333","55 296 000 Ko","55296000.0000","216 176 Ko","216176.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 05:00:00 - 06:00:00","45567.1666666667","1 323 Ko","1322.6667","1 733 Ko","1733.3333","55 295 943 Ko","55295943.3333","55 296 000 Ko","55296000.0000","216 176 Ko","216176.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 06:00:00 - 07:00:00","45567.2083333333","1 277 Ko","1276.6667","1 728 Ko","1728.0000","55 295 531 Ko","55295531.3333","55 296 000 Ko","55296000.0000","216 473 Ko","216473.3333","0 %","0.0000","100 %","0000010000"
"02/10/2024 07:00:00 - 08:00:00","45567.2500000000","1 264 Ko","1264.0000","5 491 Ko","5490.6667","55 295 981 Ko","55295980.6667","55 296 000 Ko","55296000.0000","218 559 Ko","218558.6667","0 %","0.0000","100 %","0000010000"
"02/10/2024 08:00:00 - 09:00:00","45567.2916666667","1 245 Ko","1244.6667","1 728 Ko","1728.0000","55 295 168 Ko","55295168.0000","55 296 000 Ko","55296000.0000","222 259 Ko","222258.6667","0 %","0.0000","100 %","0000010000"
"02/10/2024 09:00:00 - 10:00:00","45567.3333333333","1 237 Ko","1237.3333","1 728 Ko","1728.0000","55 294 685 Ko","55294685.3333","55 296 000 Ko","55296000.0000","225 019 Ko","225018.6667","0 %","0.0000","100 %","0000010000"
"02/10/2024 10:00:00 - 11:00:00","45567.3750000000","1 249 Ko","1249.3333","1 728 Ko","1728.0000","55 294 809 Ko","55294808.6667","55 296 000 Ko","55296000.0000","225 438 Ko","225438.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 11:00:00 - 12:00:00","45567.4166666667","1 244 Ko","1244.0000","1 732 Ko","1732.0000","55 294 165 Ko","55294165.3333","55 296 000 Ko","55296000.0000","226 149 Ko","226148.6667","0 %","0.0000","100 %","0000010000"
"02/10/2024 12:00:00 - 13:00:00","45567.4583333333","1 247 Ko","1246.6667","1 736 Ko","1736.0000","55 295 913 Ko","55295913.3333","55 296 000 Ko","55296000.0000","226 970 Ko","226970.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 13:00:00 - 14:00:00","45567.5000000000","1 260 Ko","1260.0000","1 736 Ko","1736.0000","55 293 344 Ko","55293344.0000","55 296 000 Ko","55296000.0000","227 118 Ko","227118.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 14:00:00 - 15:00:00","45567.5416666667","1 285 Ko","1285.3333","1 736 Ko","1736.0000","55 294 827 Ko","55294827.3333","55 296 000 Ko","55296000.0000","227 339 Ko","227339.3333","0 %","0.0000","100 %","0000010000"
"02/10/2024 15:00:00 - 16:00:00","45567.5833333333","1 245 Ko","1245.3333","1 736 Ko","1736.0000","55 294 587 Ko","55294586.6667","55 296 000 Ko","55296000.0000","227 890 Ko","227890.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 16:00:00 - 17:00:00","45567.6250000000","1 262 Ko","1262.0000","1 744 Ko","1744.0000","55 295 022 Ko","55295022.0000","55 296 000 Ko","55296000.0000","229 072 Ko","229072.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 17:00:00 - 18:00:00","45567.6666666667","1 254 Ko","1254.0000","1 744 Ko","1744.0000","55 293 923 Ko","55293923.3333","55 296 000 Ko","55296000.0000","229 360 Ko","229360.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 18:00:00 - 19:00:00","45567.7083333333","1 249 Ko","1248.6667","1 744 Ko","1744.0000","55 289 613 Ko","55289613.3333","55 296 000 Ko","55296000.0000","229 607 Ko","229606.6667","0 %","0.0000","100 %","0000010000"
"02/10/2024 19:00:00 - 20:00:00","45567.7500000000","1 248 Ko","1248.0000","1 744 Ko","1744.0000","55 288 287 Ko","55288286.6667","55 296 000 Ko","55296000.0000","229 656 Ko","229656.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 20:00:00 - 21:00:00","45567.7916666667","1 246 Ko","1246.0000","1 744 Ko","1744.0000","55 289 309 Ko","55289308.6667","55 296 000 Ko","55296000.0000","229 693 Ko","229693.3333","0 %","0.0000","100 %","0000010000"
"02/10/2024 21:00:00 - 22:00:00","45567.8333333333","1 246 Ko","1246.0000","1 744 Ko","1744.0000","55 295 814 Ko","55295814.0000","55 296 000 Ko","55296000.0000","229 712 Ko","229712.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 22:00:00 - 23:00:00","45567.8750000000","1 242 Ko","1242.0000","1 744 Ko","1744.0000","55 291 751 Ko","55291750.6667","55 296 000 Ko","55296000.0000","229 713 Ko","229712.6667","0 %","0.0000","100 %","0000010000"
"02/10/2024 23:00:00 - 00:00:00","45567.9166666667","1 323 Ko","1323.3333","1 744 Ko","1744.0000","55 295 738 Ko","55295738.0000","55 296 000 Ko","55296000.0000","226 837 Ko","226836.6667","0 %","0.0000","100 %","0000010000"
"03/10/2024 00:00:00 - 01:00:00","45567.9583333333","1 401 Ko","1401.3333","1 744 Ko","1744.0000","55 295 933 Ko","55295932.6667","55 296 000 Ko","55296000.0000","204 040 Ko","204040.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 01:00:00 - 02:00:00","45568.0000000000","1 387 Ko","1387.3333","1 739 Ko","1738.6667","55 295 893 Ko","55295893.3333","55 296 000 Ko","55296000.0000","204 040 Ko","204040.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 02:00:00 - 03:00:00","45568.0416666667","1 307 Ko","1306.6667","1 736 Ko","1736.0000","55 293 255 Ko","55293254.6667","55 296 000 Ko","55296000.0000","204 040 Ko","204040.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 03:00:00 - 04:00:00","45568.0833333333","1 248 Ko","1248.0000","1 736 Ko","1736.0000","55 289 185 Ko","55289185.3333","55 296 000 Ko","55296000.0000","204 040 Ko","204040.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 04:00:00 - 05:00:00","45568.1250000000","1 266 Ko","1266.0000","1 736 Ko","1736.0000","55 291 656 Ko","55291656.0000","55 296 000 Ko","55296000.0000","204 040 Ko","204040.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 05:00:00 - 06:00:00","45568.1666666667","1 321 Ko","1320.6667","1 736 Ko","1736.0000","55 296 313 Ko","55296312.6667","55 296 000 Ko","55296000.0000","204 040 Ko","204040.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 06:00:00 - 07:00:00","45568.2083333333","1 323 Ko","1323.3333","1 736 Ko","1736.0000","55 295 891 Ko","55295890.6667","55 296 000 Ko","55296000.0000","204 040 Ko","204040.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 07:00:00 - 08:00:00","45568.2500000000","1 269 Ko","1269.3333","1 736 Ko","1736.0000","55 295 955 Ko","55295955.3333","55 296 000 Ko","55296000.0000","204 079 Ko","204079.3333","0 %","0.0000","100 %","0000010000"
"03/10/2024 08:00:00 - 09:00:00","45568.2916666667","1 257 Ko","1256.6667","1 736 Ko","1736.0000","55 295 482 Ko","55295482.0000","55 296 000 Ko","55296000.0000","204 225 Ko","204224.6667","0 %","0.0000","100 %","0000010000"
"03/10/2024 09:00:00 - 10:00:00","45568.3333333333","1 250 Ko","1250.0000","1 736 Ko","1736.0000","55 294 845 Ko","55294845.3333","55 296 000 Ko","55296000.0000","204 285 Ko","204284.6667","0 %","0.0000","100 %","0000010000"
"03/10/2024 10:00:00 - 11:00:00","45568.3750000000","1 246 Ko","1246.0000","1 736 Ko","1736.0000","55 295 019 Ko","55295019.3333","55 296 000 Ko","55296000.0000","204 296 Ko","204296.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 11:00:00 - 12:00:00","45568.4166666667","1 266 Ko","1266.0000","1 736 Ko","1736.0000","55 295 793 Ko","55295793.3333","55 296 000 Ko","55296000.0000","204 305 Ko","204304.6667","0 %","0.0000","100 %","0000010000"
"03/10/2024 12:00:00 - 13:00:00","45568.4583333333","1 250 Ko","1250.0000","1 736 Ko","1736.0000","55 292 278 Ko","55292278.0000","55 296 000 Ko","55296000.0000","204 312 Ko","204312.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 13:00:00 - 14:00:00","45568.5000000000","1 265 Ko","1265.3333","1 736 Ko","1736.0000","55 295 352 Ko","55295352.0000","55 296 000 Ko","55296000.0000","204 312 Ko","204312.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 14:00:00 - 15:00:00","45568.5416666667","1 273 Ko","1272.6667","1 736 Ko","1736.0000","55 295 298 Ko","55295298.0000","55 296 000 Ko","55296000.0000","204 388 Ko","204388.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 15:00:00 - 16:00:00","45568.5833333333","1 252 Ko","1252.0000","1 843 Ko","1842.6667","55 295 861 Ko","55295861.3333","55 296 000 Ko","55296000.0000","204 519 Ko","204518.6667","0 %","0.0000","100 %","0000010000"
"03/10/2024 16:00:00 - 17:00:00","45568.6250000000","1 289 Ko","1289.3333","1 776 Ko","1776.0000","55 293 759 Ko","55293758.6667","55 296 000 Ko","55296000.0000","204 561 Ko","204561.3333","0 %","0.0000","100 %","0000010000"
"03/10/2024 17:00:00 - 18:00:00","45568.6666666667","1 266 Ko","1266.0000","1 744 Ko","1744.0000","55 295 960 Ko","55295960.0000","55 296 000 Ko","55296000.0000","204 595 Ko","204594.6667","0 %","0.0000","100 %","0000010000"
