"Date et heure","Date et heure(RAW)","Total","Total(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"23/09/2024 00:00:00 - 01:00:00","45557.9583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 01:00:00 - 02:00:00","45558.0000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 02:00:00 - 03:00:00","45558.0416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 03:00:00 - 04:00:00","45558.0833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 04:00:00 - 05:00:00","45558.1250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 05:00:00 - 06:00:00","45558.1666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 06:00:00 - 07:00:00","45558.2083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 07:00:00 - 08:00:00","45558.2500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 08:00:00 - 09:00:00","45558.2916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 09:00:00 - 10:00:00","45558.3333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 10:00:00 - 11:00:00","45558.3750000000","4 %","3.8333","0 %","0.0000","100 %","0000010000"
"23/09/2024 11:00:00 - 12:00:00","45558.4166666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 12:00:00 - 13:00:00","45558.4583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 13:00:00 - 14:00:00","45558.5000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 14:00:00 - 15:00:00","45558.5416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 15:00:00 - 16:00:00","45558.5833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 16:00:00 - 17:00:00","45558.6250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 17:00:00 - 18:00:00","45558.6666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 18:00:00 - 19:00:00","45558.7083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 19:00:00 - 20:00:00","45558.7500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 20:00:00 - 21:00:00","45558.7916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 21:00:00 - 22:00:00","45558.8333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 22:00:00 - 23:00:00","45558.8750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 23:00:00 - 00:00:00","45558.9166666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 00:00:00 - 01:00:00","45558.9583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 01:00:00 - 02:00:00","45559.0000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 02:00:00 - 03:00:00","45559.0416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 03:00:00 - 04:00:00","45559.0833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 04:00:00 - 05:00:00","45559.1250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 05:00:00 - 06:00:00","45559.1666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 06:00:00 - 07:00:00","45559.2083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 07:00:00 - 08:00:00","45559.2500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 08:00:00 - 09:00:00","45559.2916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 09:00:00 - 10:00:00","45559.3333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 10:00:00 - 11:00:00","45559.3750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 11:00:00 - 12:00:00","45559.4166666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 12:00:00 - 13:00:00","45559.4583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 13:00:00 - 14:00:00","45559.5000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 14:00:00 - 15:00:00","45559.5416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 15:00:00 - 16:00:00","45559.5833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 16:00:00 - 17:00:00","45559.6250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 17:00:00 - 18:00:00","45559.6666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 18:00:00 - 19:00:00","45559.7083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 19:00:00 - 20:00:00","45559.7500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 20:00:00 - 21:00:00","45559.7916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 21:00:00 - 22:00:00","45559.8333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 22:00:00 - 23:00:00","45559.8750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 23:00:00 - 00:00:00","45559.9166666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 00:00:00 - 01:00:00","45559.9583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 01:00:00 - 02:00:00","45560.0000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 02:00:00 - 03:00:00","45560.0416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 03:00:00 - 04:00:00","45560.0833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 04:00:00 - 05:00:00","45560.1250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 05:00:00 - 06:00:00","45560.1666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 06:00:00 - 07:00:00","45560.2083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 07:00:00 - 08:00:00","45560.2500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 08:00:00 - 09:00:00","45560.2916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 09:00:00 - 10:00:00","45560.3333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 10:00:00 - 11:00:00","45560.3750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 11:00:00 - 12:00:00","45560.4166666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 12:00:00 - 13:00:00","45560.4583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 13:00:00 - 14:00:00","45560.5000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 14:00:00 - 15:00:00","45560.5416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 15:00:00 - 16:00:00","45560.5833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 16:00:00 - 17:00:00","45560.6250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 17:00:00 - 18:00:00","45560.6666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 18:00:00 - 19:00:00","45560.7083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 19:00:00 - 20:00:00","45560.7500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 20:00:00 - 21:00:00","45560.7916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 21:00:00 - 22:00:00","45560.8333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 22:00:00 - 23:00:00","45560.8750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 23:00:00 - 00:00:00","45560.9166666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 00:00:00 - 01:00:00","45560.9583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 01:00:00 - 02:00:00","45561.0000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 02:00:00 - 03:00:00","45561.0416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 03:00:00 - 04:00:00","45561.0833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 04:00:00 - 05:00:00","45561.1250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 05:00:00 - 06:00:00","45561.1666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 06:00:00 - 07:00:00","45561.2083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 07:00:00 - 08:00:00","45561.2500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 08:00:00 - 09:00:00","45561.2916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 09:00:00 - 10:00:00","45561.3333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 10:00:00 - 11:00:00","45561.3750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 11:00:00 - 12:00:00","45561.4166666667","4 %","3.8333","0 %","0.0000","100 %","0000010000"
"26/09/2024 12:00:00 - 13:00:00","45561.4583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 13:00:00 - 14:00:00","45561.5000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 14:00:00 - 15:00:00","45561.5416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 15:00:00 - 16:00:00","45561.5833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 16:00:00 - 17:00:00","45561.6250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 17:00:00 - 18:00:00","45561.6666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 18:00:00 - 19:00:00","45561.7083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 19:00:00 - 20:00:00","45561.7500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 20:00:00 - 21:00:00","45561.7916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 21:00:00 - 22:00:00","45561.8333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 22:00:00 - 23:00:00","45561.8750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 23:00:00 - 00:00:00","45561.9166666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 00:00:00 - 01:00:00","45561.9583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 01:00:00 - 02:00:00","45562.0000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 02:00:00 - 03:00:00","45562.0416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 03:00:00 - 04:00:00","45562.0833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 04:00:00 - 05:00:00","45562.1250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 05:00:00 - 06:00:00","45562.1666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 06:00:00 - 07:00:00","45562.2083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 07:00:00 - 08:00:00","45562.2500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 08:00:00 - 09:00:00","45562.2916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 09:00:00 - 10:00:00","45562.3333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 10:00:00 - 11:00:00","45562.3750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 11:00:00 - 12:00:00","45562.4166666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 12:00:00 - 13:00:00","45562.4583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 13:00:00 - 14:00:00","45562.5000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 14:00:00 - 15:00:00","45562.5416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 15:00:00 - 16:00:00","45562.5833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 16:00:00 - 17:00:00","45562.6250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 17:00:00 - 18:00:00","45562.6666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 18:00:00 - 19:00:00","45562.7083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 19:00:00 - 20:00:00","45562.7500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 20:00:00 - 21:00:00","45562.7916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 21:00:00 - 22:00:00","45562.8333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 22:00:00 - 23:00:00","45562.8750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"27/09/2024 23:00:00 - 00:00:00","45562.9166666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 00:00:00 - 01:00:00","45562.9583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 01:00:00 - 02:00:00","45563.0000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 02:00:00 - 03:00:00","45563.0416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 03:00:00 - 04:00:00","45563.0833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 04:00:00 - 05:00:00","45563.1250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 05:00:00 - 06:00:00","45563.1666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 06:00:00 - 07:00:00","45563.2083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 07:00:00 - 08:00:00","45563.2500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 08:00:00 - 09:00:00","45563.2916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 09:00:00 - 10:00:00","45563.3333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 10:00:00 - 11:00:00","45563.3750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 11:00:00 - 12:00:00","45563.4166666667","4 %","3.8333","0 %","0.0000","100 %","0000010000"
"28/09/2024 12:00:00 - 13:00:00","45563.4583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 13:00:00 - 14:00:00","45563.5000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 14:00:00 - 15:00:00","45563.5416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 15:00:00 - 16:00:00","45563.5833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 16:00:00 - 17:00:00","45563.6250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 17:00:00 - 18:00:00","45563.6666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 18:00:00 - 19:00:00","45563.7083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 19:00:00 - 20:00:00","45563.7500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 20:00:00 - 21:00:00","45563.7916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 21:00:00 - 22:00:00","45563.8333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 22:00:00 - 23:00:00","45563.8750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"28/09/2024 23:00:00 - 00:00:00","45563.9166666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 00:00:00 - 01:00:00","45563.9583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 01:00:00 - 02:00:00","45564.0000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 02:00:00 - 03:00:00","45564.0416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 03:00:00 - 04:00:00","45564.0833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 04:00:00 - 05:00:00","45564.1250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 05:00:00 - 06:00:00","45564.1666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 06:00:00 - 07:00:00","45564.2083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 07:00:00 - 08:00:00","45564.2500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 08:00:00 - 09:00:00","45564.2916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 09:00:00 - 10:00:00","45564.3333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 10:00:00 - 11:00:00","45564.3750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 11:00:00 - 12:00:00","45564.4166666667","4 %","3.8333","0 %","0.0000","100 %","0000010000"
"29/09/2024 12:00:00 - 13:00:00","45564.4583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 13:00:00 - 14:00:00","45564.5000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 14:00:00 - 15:00:00","45564.5416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 15:00:00 - 16:00:00","45564.5833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 16:00:00 - 17:00:00","45564.6250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 17:00:00 - 18:00:00","45564.6666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 18:00:00 - 19:00:00","45564.7083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 19:00:00 - 20:00:00","45564.7500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 20:00:00 - 21:00:00","45564.7916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 21:00:00 - 22:00:00","45564.8333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 22:00:00 - 23:00:00","45564.8750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"29/09/2024 23:00:00 - 00:00:00","45564.9166666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 00:00:00 - 01:00:00","45564.9583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 01:00:00 - 02:00:00","45565.0000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 02:00:00 - 03:00:00","45565.0416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 03:00:00 - 04:00:00","45565.0833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 04:00:00 - 05:00:00","45565.1250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 05:00:00 - 06:00:00","45565.1666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 06:00:00 - 07:00:00","45565.2083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 07:00:00 - 08:00:00","45565.2500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 08:00:00 - 09:00:00","45565.2916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 09:00:00 - 10:00:00","45565.3333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 10:00:00 - 11:00:00","45565.3750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 11:00:00 - 12:00:00","45565.4166666667","4 %","3.8333","0 %","0.0000","100 %","0000010000"
"30/09/2024 12:00:00 - 13:00:00","45565.4583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 13:00:00 - 14:00:00","45565.5000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 14:00:00 - 15:00:00","45565.5416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 15:00:00 - 16:00:00","45565.5833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 16:00:00 - 17:00:00","45565.6250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 17:00:00 - 18:00:00","45565.6666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 18:00:00 - 19:00:00","45565.7083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 19:00:00 - 20:00:00","45565.7500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 20:00:00 - 21:00:00","45565.7916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 21:00:00 - 22:00:00","45565.8333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 22:00:00 - 23:00:00","45565.8750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 23:00:00 - 00:00:00","45565.9166666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 00:00:00 - 01:00:00","45565.9583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
